idx,db_id,iro,final_score,base_score,impact_score,scale,scope,probability,irreversibility,fin_scale,fin_prob,financial_score,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text
45,57,opportunity,0.1614,0.6328,0.1885,3,1,1,1,1,1,0.1178,neutral,0.8836,0.7162118554115295,기후변화·온실가스,E,Scope 3 배출량,"과학기반감축목표 이니셔티브(SBTi)가 기업의 넷제로 검증 체계를 전면 개편한 기업 넷제로 표준 V2 초안을 공개했다. 새 기준은 업종과 규모별로 다양한 감축 경로를 선택할 수 있도록 유연성을 확대했다. 직접배출(Scope 1)은 선형 감축, 저탄소 활동 확대, 자산 탈탄소화 계획 등 세 가지 접근을 병행할 수 있게 했다. 간접배출(Scope 2)과 가치사슬 배출(Scope 3)은 기업 유형에 따라 단기 장기 목표 설정 방식과 지표 선택 방식을 조정했다."
46,58,risk,0.1545,0.4553,0.1785,3,1,1,1,3,2,0.2901,neutral,0.8368,0.5440930724143982,인적자원 관리,S,다양성 및 형평성 (DEI),"한국거래소는 2024년 사업연도 기준 기업지배구조 보고서를 공시한 기업이 총 549개로 집계됐다고 밝혔다. 자산총액 5000억원 이상 의무공시 기업은 541개였으며 핵심지표 준수율은 전반적으로 높아졌다. 다만 자산 2조원 이상 기업의 준수율은 67.1%였고 자산 5000억원 이상 기업은 38.6%로 격차가 나타났다. 내부감사기구 외부감사인 소통, 이사회 내 성별 다양성, 배당 정책 통지 등 항목에서 차이가 두드러졌다."
47,59,risk,0.1337,0.5036,0.1184,1,1,1,1,1,2,0.1658,neutral,0.888,0.5671634674072266,에너지 관리,E,신재생에너지 전환,"메타가 엔지 북미법인과 600MW 규모의 전력구매계약(PPA)을 체결하고, 트리티오크 클린에너지와 385MW 계약을 추가로 맺었다. 두 계약은 총 1GW 규모로, 미국 텍사스주와 루이지애나주에서 2027년 이후 전력을 공급받게 된다. 이는 AI 데이터센터 전력 수요 급증에 대응하기 위한 조치다. 메타는 100% 재생에너지 전력 사용 원칙을 유지하며 이번 계약을 추진했다."
48,60,opportunity,0.1429,0.4768,0.2379,3,3,1,1,1,1,0.1189,neutral,0.8921,0.5345163941383362,기후변화·온실가스,E,Scope 1·2 배출량,"캐나다 스타트업 큐라가 고온 가열(킬른) 대신 전기화학 분해 방식을 적용한 시멘트 생산 기술을 공개했다. 이 공정은 생산 과정의 이산화탄소 배출을 최대 85% 줄일 수 있다. 전력 사용량은 늘지만, 재생에너지 기반 전력을 활용하면 전체 탄소배출을 크게 낮출 수 있다."
49,61,risk,0.1608,0.6516,0.1216,1,1,1,1,1,2,0.1703,neutral,0.9122,0.7143718004226685,에너지 관리,E,신재생에너지 전환,"기후에너지환경부가 바이오가스 공급인증제 도입을 위한 제도 설계에 착수했다. 이번 제도는 신재생에너지 공급인증서(REC) 제도를 참고해, 생산자가 인증서를 거래하거나 발전소 도시가스망에 바이오가스를 공급할 수 있도록 하는 방식이다. 정부는 내년 중 제도안을 마련하고, 2027년 시행을 목표로 관련 법령 개정을 추진한다."
50,62,opportunity,0.1559,0.5508,0.2381,3,3,1,1,1,1,0.1191,neutral,0.8929,0.6168925762176514,에너지 관리,E,신재생에너지 전환,"머크 라이프사이언스가 SK이노베이션 E S와 20년 장기 전력구매계약(PPA)을 체결했다. 이는 머크가 아시아태평양 지역에서 체결한 최장기 재생에너지 계약으로, 16MW 규모의 재생에너지를 공급받는다. 대전과 송도 생산시설에 매년 2만1000MWh가량의 전력이 공급돼 한국 사업장 전체 전력 수요의 약 75%를 충당할 수 있다. 계약은 2027년 12월부터 본격 시행된다."
51,63,opportunity,0.1147,0.386,0.1754,3,1,1,1,1,1,0.1096,neutral,0.822,0.4695734977722168,에너지 관리,E,신재생에너지 전환,"삼성물산 상사부문 일본 법인이 현지 신재생에너지 기업 이렉스와 손잡고 에너지저장장치(ESS) 사업을 확대한다. 양사는 50대50 출자 비율로 합작법인을 설립하고, 일본 전역에 대규모 ESS 인프라를 구축할 계획이다. 첫 프로젝트는 미야자키현 구시마시에서 진행 중인 2000 규모 ESS 사업이며, 이후 20 이상 대형 프로젝트로 확대할 예정이다. 삼성물산은 양산 기술 개발과 설비 구축을 담당한다."
52,64,risk,0.1419,0.4778,0.1153,1,1,1,1,3,1,0.2536,neutral,0.8647,0.5525931715965271,에너지 관리,E,신재생에너지 전환,"인도 정부가 2070년 탄소중립과 빈곤 탈피라는 두 목표를 동시에 달성하기 위한 국가 청사진을 공개했다. 초안에 따르면 향후 45년간 최대 21조달러(약 2경9841조원)가 투입돼, 산업 주거 인프라 저탄소 전환과 신재생에너지 확대, 원전 건설, 탄소포집기술 개발에 사용된다. 이는 인도 누적 GDP의 연평균 5 7%에 해당하는 규모다. 블룸버그통신은 이번 계획이 기후목표와 경제성장을 병행하기 위한 첫 국가 단위 자금 산출 사례라고 전했다."
53,65,opportunity,0.1343,0.46,0.2081,3,2,1,1,1,1,0.1156,neutral,0.867,0.5306024551391602,에너지 관리,E,신재생에너지 전환,"SK그룹이 베트남 칸호아성에 대규모 에너지 물류 복합 단지 투자를 제안했다. 베트남 현지 언론에 따르면 SK는 베트남 정부에 3개 핵심 사업을 포함한 녹색성장 프로젝트를 제시했다. 주요 사업은 카나와 반퐁 지역에 최대 3000MW 규모의 LNG 발전소 건설, 카나 지역 물류 인프라 확충, 신재생에너지 기술 연구개발이다. 이번 제안은 SK의 동남아 친환경 에너지 포트폴리오 확장 전략의 일환으로 평가된다."
54,66,opportunity,0.1375,0.5042,0.1872,1,3,2,1,1,1,0.1101,neutral,0.826,0.6103734374046326,에너지 관리,E,신재생에너지 전환,"정부가 30년 이상 된 액화천연가스(LNG) 화력발전소를 신설할 때 기존 설비의 절반 용량만 허용하는 방안을 검토 중이다. 김성환 기후에너지환경부 장관이 탈원전 시즌2 를 예고한 가운데, 탈가스 전환까지 병행될 경우 전력 수급 불안정과 요금 상승이 우려된다는 지적이 나온다. 발전 공기업 다섯 곳은 해당 방안에 대한 정부 요청을 받고 의견 수렴에 착수했다. 발전업계는 이번 조치를 재생에너지 전환 속도를 높이기 위한 정부의 구조적 개편으로 보고 있다."
55,67,opportunity,0.0481,0.1945,0.0432,1,1,1,1,1,1,0.0432,neutral,0.3239,0.6004117727279663,에너지 관리,E,신재생에너지 전환,"국내 기업이 사용하는 재생에너지의 85%가 실질적인 온실가스 감축 효과가 없는 것으로 나타났다. 국회 기후에너지환경노동위원회 이용우 의원에 따르면, K-RE100 참여기업 967곳이 사용한 38TWh 중 33TWh가 녹색프리미엄 방식으로, 감축 효과 없이 금전으로 친환경 인증을 대체한 구조다. 제도는 기업의 재생에너지 전환을 유도하기 위해 도입됐으나 실질적 전환을 저해한다는 비판이 제기됐다. 전문가들은 실질 감축을 위한 추가성 기준 강화와 제도 개편이 필요하다고 지적했다."
56,68,opportunity,0.1123,0.424,0.1311,1,1,2,1,1,1,0.1008,neutral,0.7563,0.5606333017349243,기후변화·온실가스,E,Scope 1·2 배출량,"세일즈포스가 2030년까지 절대 배출량을 절반 줄이겠다는 기존 약속을 철회하고, 배출 집약도 감축으로 목표를 수정했다. 이는 배출 총량이 늘더라도 수익 증가 속도가 더 빠르면 목표 달성이 가능해 사실상 완화된 기준이라는 지적이 나왔다. 세일즈포스는 AI 데이터센터 확장과 인수 합병으로 스코프3 배출이 급증했으며, 이미 2019년 이후 집약도를 62% 줄여 새 목표(68%)에 근접한 상태다. 기후 전문매체 트렐리스와 뉴클라이밋연구소는 이번 조정이 숫자 맞추기식 ESG 로 흐를 우려가 크다고 비판했다."
57,69,opportunity,0.1265,0.3934,0.2398,3,3,2,1,1,1,0.1043,neutral,0.782,0.5031182765960693,에너지 관리,E,신재생에너지 전환,"영국 광고심의위원회(ASA)는 셸의 태양광 전력구매계약(PPA) 광고가 소비자를 오도하지 않았다고 판정하며 그린워싱 제소를 기각했다. 해당 광고는 베이커휴즈와의 협력을 강조하며 석유 가스 사업을 언급하지 않아 논란이 일었지만, ASA는 이를 기업 간 거래(B2B) 광고로 판단했다. ASA는 광고가 셸의 전체 사업 모델이나 저탄소 전략을 대표한다고 보기 어렵고, 일반 소비자 대상이 아니기 때문에 오해 소지가 낮다고 설명했다. 이에 따라 셸은 별도의 광고 수정이나 철회 없이 해당 광고를 유지할 수 있게 됐다."
58,70,opportunity,0.1607,0.572,0.203,1,3,2,1,1,2,0.1672,neutral,0.8957,0.6385627388954163,에너지 관리,E,신재생에너지 전환,"전력거래소가 전국 재생에너지 발전 현황을 실시간으로 감시 제어할 수 있는 재생e 통합관제체계 구축에 나섰다. 이번 사업은 태양광 풍력뿐 아니라 한전이 관리하던 PPA 기반 소규모 재생에너지 발전량까지 통합해 관리하는 시스템으로, 총 23억6100만원이 투입된다. 구축이 완료되면 송전망 중심의 기존 체계가 배전망 단위까지 확대돼 분산형 재생에너지의 실측 데이터 관리와 전압 안정도 예측이 가능해진다. 전력거래소는 출력제어 알림을 실시간으로 전송하는 모바일 앱과 3D 가상 홍보관도 함께 도입해 전국 재생에너지 운영을 통합 관리할 계획이다."
59,71,opportunity,0.1363,0.5568,0.1198,1,1,1,1,1,1,0.1198,neutral,0.8985,0.6197406053543091,에너지 관리,E,신재생에너지 전환,"한국중부발전이 오만 수 전력 조달공사와 이브리3 태양광 BESS 발전 사업 전력 판매 계약 을 체결했다. 이브리3는 오만에서 발주된 최대 용량의 BESS(배터리형 에너지저장장치) 연계형 태양광 발전 프로젝트다. 중부발전은 UAE 국영기업 마스다르, 오만 국영 OQAE, 알 카드라와 컨소시엄을 구성해 사업에 참여했다."
60,72,risk,0.1171,0.427,0.11,1,1,1,1,1,2,0.1541,neutral,0.8253,0.5173519849777222,인적자원 관리,S,다양성 및 형평성 (DEI),블랙록과 뱅가드가 올해 기업 경영진과의 미팅 횟수를 크게 줄였다. 미국 증권거래위원회(SEC)가 기후변화와 다양성 등 ESG 이슈 논의를 제한하는 새 지침을 발표한 이후 나타난 변화다. 이번 지침은 공시와 의결권 자문사 역할을 축소하려는 공화당 흐름과 맞물려 있다.
61,73,risk,0.1547,0.4782,0.1862,3,1,1,1,3,1,0.256,neutral,0.8727,0.547947883605957,에너지 관리,E,신재생에너지 전환,"삼성물산 건설 부문이 카타르 국영에너지회사 카타르에너지가 발주한 2000MW 규모 태양광 발전 프로젝트를 단독 수주했다. EPC 금액만 약 1조4600억원 규모로, 설계부터 시공까지 전 과정을 삼성물산이 수행한다. 태양 추적식 트래커와 고온 환경에 최적화된 인버터를 적용해 발전 효율을 극대화할 계획이다. 이번 프로젝트는 카타르 최대 규모 태양광 사업으로 꼽힌다."
62,74,risk,0.1148,0.3863,0.1402,1,1,2,1,1,2,0.151,neutral,0.8087,0.4777379333972931,에너지 관리,E,신재생에너지 전환,"현대건설이 호주 최대 전력망 사업자인 오스넷과 업무협약을 맺고 전력망 재구축 사업에 참여한다. 양사는 송변전 인프라, 태양광 해상풍력 수소 등 신재생에너지 분야 협력을 확대하기로 했다. 현대건설은 지난해 시드니 지사를 설립하고 남호주 주정부와 협약을 체결하는 등 호주 시장 기반을 강화해왔다. 이번 협력으로 오세아니아 에너지 인프라 시장 진출이 본격화될 전망이다."
63,75,opportunity,0.1666,0.5026,0.2419,3,3,1,1,2,2,0.2419,neutral,0.907,0.5541402101516724,에너지 관리,E,신재생에너지 전환,독일 정부가 재생에너지 전력구매계약(PPA) 확대를 위해 5억유로(약 8143억원) 규모 지원책을 추진한다. 이는 제조업 전력비 부담을 낮추고 산업 경쟁력을 유지하기 위한 조치다. 독일은 EU 집행위원회와 협의에 착수했다. 재생에너지 전환 속도 둔화와 산업계 비용 압박이 논의의 배경으로 꼽힌다.
64,76,opportunity,0.1492,0.5578,0.1919,1,1,3,1,1,1,0.1199,neutral,0.8996,0.6200670599937439,에너지 관리,E,신재생에너지 전환,"산업통상자원부가 제6차 신재생에너지 기본계획 수립 작업에 본격 착수했다. 이번 계획은 신재생에너지법에 따른 법정 중장기 계획으로 10년 단위로 수립되고, 5년마다 개정된다. 정부는 올해 말까지 최종안을 확정해 재생에너지 중심의 에너지 전환 전략을 구체화할 방침이다."
65,77,opportunity,0.1152,0.4546,0.1096,1,1,1,1,1,1,0.1096,neutral,0.8221,0.552996814250946,인적자원 관리,S,다양성 및 형평성 (DEI),"국내 500대 기업의 올해 다양성 지수가 57점으로 집계되며 3년 연속 개선세를 이어갔다. 여성 임원 비중은 처음으로 8%를 넘어섰고, 여성 평균 급여도 남성의 70%를 돌파했다. 근속연수 격차 축소 역시 지수 상승을 견인한 요인으로 꼽혔다. 이번 평가는 리더스인덱스와 사단법인 위민인이노베이션(WIN)이 사업보고서를 제출한 376개사를 대상으로 진행됐다."
66,78,opportunity,0.1319,0.503,0.1555,1,3,1,1,1,1,0.1111,neutral,0.8331,0.603818416595459,이사회 구조,G,이사회 구성 및 독립성,코스피200 기업의 70%가 이사회 구성의 적정성을 평가하는 이사회 역량 진단표(BSM) 를 공시한 것으로 나타났다. 그러나 작성 관리 활용까지 체계적으로 운영하는 기업은 26%에 불과했다. 한국 딜로이트그룹 기업지배기구발전센터(CCG)가 발표한 보고서는 코스피200 기업의 BSM 공시 현황을 분석하고 국내외 모범사례와 시사점을 제시했다.
67,79,opportunity,0.1484,0.5784,0.1674,1,3,1,1,1,1,0.1196,neutral,0.8968,0.6449744701385498,에너지 관리,E,에너지 소비 및 효율화,"소니가 중기 환경경영 계획 그린 매니지먼트 2030 을 발표하며 협력사에 100% 재생에너지 전환을 요구했다. 소니는 2026 2030년 5년간 그룹 온실가스 배출량을 2025년 대비 25% 이상 감축한다는 목표를 세웠다. 스코프 1 2 배출량은 60% 줄이고, 스코프 3도 25% 감축하며, 잔여분은 탄소 제거로 상쇄한다는 방침이다. 이를 위해 제품 효율 개선과 글로벌 재생에너지 확대, 공급망 감축 관리가 병행된다."
68,80,opportunity,0.1484,0.5784,0.1674,1,3,1,1,1,1,0.1196,neutral,0.8968,0.6449744701385498,에너지 관리,E,신재생에너지 전환,"소니가 중기 환경경영 계획 그린 매니지먼트 2030 을 발표하며 협력사에 100% 재생에너지 전환을 요구했다. 소니는 2026 2030년 5년간 그룹 온실가스 배출량을 2025년 대비 25% 이상 감축한다는 목표를 세웠다. 스코프 1 2 배출량은 60% 줄이고, 스코프 3도 25% 감축하며, 잔여분은 탄소 제거로 상쇄한다는 방침이다. 이를 위해 제품 효율 개선과 글로벌 재생에너지 확대, 공급망 감축 관리가 병행된다."
69,81,risk,0.1391,0.3501,0.186,3,1,1,1,3,2,0.3023,neutral,0.8719,0.40149182081222534,에너지 관리,E,신재생에너지 전환,정부가 내년도 RE100 산업단지와 차세대 전력망 구축에 4조2000억원을 배정했다. 올해보다 50% 늘어난 규모다. 통상 대응 예산은 300억원에서 2조1000억원으로 70배 확대됐다. 이재명 정부의 첫 예산안은 29일 국무회의에서 의결됐다.
70,82,risk,0.1664,0.4343,0.2567,3,1,3,1,3,2,0.3033,neutral,0.875,0.4963502287864685,에너지 관리,E,신재생에너지 전환,"산업통상자원부가 2026년도 예산안을 역대 최대 규모인 13조8778억원으로 확정했다. 관행적 지출과 유사 중복 사업을 정비해 절감한 재원은 첨단산업 육성, 에너지 전환, 공급망 강화 등에 재배치했다. 재생에너지 예산은 전년 대비 42% 늘어난 1조2703억원으로 확대됐다. 특히 신재생에너지 금융지원사업은 6480억원으로 두 배 수준으로 증액됐다."
71,83,risk,0.1491,0.4218,0.1798,3,1,1,1,3,2,0.2922,neutral,0.8429,0.500414252281189,에너지 관리,E,신재생에너지 전환,현대건설이 녹색채권 수요예측 목표액의 5배가 넘는 주문을 확보했다. 당초 2000억원의 수요를 예측했으나 1조900억원이 몰리며 시장 인기를 입증했다. 현대건설은 이에 3100억원으로 증액하여 발행하기로 했다. 조달 자금은 LUCY 태양광 발전 등 친환경 건축 사업에 투입될 예정이다.
72,84,opportunity,0.1275,0.3937,0.2345,3,3,1,1,1,1,0.1173,neutral,0.8795,0.44764626026153564,기후변화·온실가스,E,Scope 3 배출량,"말레이시아 정부가 가공되지 않은 희토류 금속 수출을 전면 금지했다. 이는 세계 최대 공급국인 중국을 견제하며, 미국 등 서방의 투자 유치와 자국 다운스트림 산업 육성을 목표로 한 조치다. 외국인 투자자는 현지에서 광물 가공, 일자리 창출, 기술 이전 프로젝트에 참여해야만 희토류 부문에 진입할 수 있다. SCMP는 이번 결정이 글로벌 희토류 공급망 재편을 가속화할 수 있다고 전했다."
73,85,opportunity,0.1193,0.4625,0.1182,1,1,1,1,1,1,0.1182,neutral,0.8867,0.5215574502944946,에너지 관리,E,신재생에너지 전환,"환경부는 기업 탄소배출권 중 유상할당 비중을 현행 10%에서 내년부터 발전 외 부문은 15%로, 발전 부문은 2030년까지 50%로 점진적으로 상향한다. 2026 2030년 배출허용총량은 직전 5년 대비 82% 수준으로 줄어든다. 이는 제4차 배출권 할당계획 의 일환으로, 배출권 가격 정상화와 온실가스 감축을 촉진하려는 목적이다. 정부는 재생에너지 전환과 탈석탄을 본격적으로 유도한다는 방침이다."
74,86,opportunity,0.1466,0.4613,0.2231,3,3,1,1,2,1,0.1785,neutral,0.8366,0.5514050126075745,에너지 관리,E,에너지 소비 및 효율화,"포스코가 500억원 규모의 기업형벤처캐피탈(CVC) 1호 펀드 를 결성한다. 포스코가 400억원, 포스코기술투자가 100억원을 출자했으며, 결성 총회는 29일 열린다. 투자 대상은 디지털 전환, 에너지 절감, 탄소저감, 재생에너지 등 핵심 기술을 보유한 벤처기업이다. 전체 펀드의 20%는 해외 유망 벤처기업에도 투자해 글로벌 혁신 생태계와의 연계를 강화할 계획이다."
75,87,opportunity,0.1373,0.4644,0.183,1,1,3,1,1,2,0.1601,neutral,0.8577,0.5414203405380249,윤리경영·준법,G,반부패 및 컴플라이언스,유럽은행감독청(EBA)이 자본요건규제(CRR3) 내 ESG 위험 공시 의무 항목 가운데 일부에 대해 집행 유예를 권고했다. EBA는 노 액션 레터 를 통해 옴니버스 I 법안이 확정되기 전까지 각국 당국이 관련 의무를 추진하지 말 것을 요청했다. 이는 CRR3 개정안과 옴니버스 법안이 동시에 ESG 공시 체계를 손질할 가능성이 높다는 점에서 비롯됐다. 금융기관이 상충 규제나 과도한 컴플라이언스 부담에 직면하는 상황을 방지하기 위한 조치다.
76,88,opportunity,0.1421,0.5882,0.1203,1,1,1,1,1,1,0.1203,neutral,0.9025,0.6516923308372498,에너지 관리,E,신재생에너지 전환,"LS일렉트릭이 태양광 발전소 매매와 가상발전소(VPP) 참여가 가능한 디지털 플랫폼 햇빛길중개 를 출시했다. 발전소 거래 시 과거 발전량 데이터를 기반으로 수익성을 분석하고, VPP 사업자 등록도 지원한다."
77,89,opportunity,0.1217,0.4715,0.1306,1,2,1,1,1,1,0.1088,neutral,0.8163,0.5775893330574036,인적자원 관리,S,다양성 및 형평성 (DEI),"트럼프 행정부가 연방기금을 받는 공공기관의 다양성 형평성 포용성(DEI) 프로그램을 제한하도록 촉구하는 9페이지 분량의 비구속 메모를 배포했다. 이번 지침은 학력 기반 장학금, 채용 기준, 교육훈련 등 DEI 관련 사례를 차별적 이라고 규정하고, 연방기금이 DEI 활동이나 이를 지원하는 제3자에게 사용되는 것을 금지했다. 특히 저소득층 지리적 소외지역 퍼스트 제너레이션 학생 지원 등이 인종 성별을 대리하는 수단으로 간주될 수 있다고 명시했다. 메모를 작성한 팸 본디 법무장관은 소수집단 전용 학습공간, 다양성 워크숍, 채용 과정의 문화적 배경에 대한 설명 요구 등 대학 내 관행과 트랜스젠더 여성의 여성 공간 포함도 문제 삼았다."
78,90,risk,0.1618,0.5321,0.1896,3,1,1,1,2,2,0.237,neutral,0.8887,0.598737895488739,에너지 관리,E,신재생에너지 전환,"산업통상자원부가 에너지 다소비 산업단지를 대상으로 탄소중립산단 대표 모델 구축 사업 공모를 시작했다. 선정된 한 곳의 산단에 2029년까지 국비 500억원이 투입되며, 민간 자본을 포함하면 총 1300억원 규모의 투자가 집행된다. 사업은 신재생에너지 설비 확대와 입주 기업의 에너지 고효율화를 통해 탄소 배출 저감을 목표로 한다. 이번 공모는 9월 4일까지 접수를 받는다."
79,91,opportunity,0.1488,0.5334,0.181,3,1,1,1,1,2,0.1584,neutral,0.8486,0.6285409927368164,에너지 관리,E,신재생에너지 전환,"정부는 전기사업법 시행령 개정을 통해 재생에너지 발전사업자가 1MW 이하 설비로도 직접 PPA(전력구매계약)에 참여할 수 있도록 규제를 완화했다고 밝혔다. 해당 개정안은 7월 22일 국무회의를 통과했으며, 산업단지 내 중소 중견기업의 RE100 이행을 촉진할 수 있을 것으로 기대된다. 기존에는 발전 용량 1MW를 초과해야만 직접 PPA에 참여할 수 있었으나, 이번 개정으로 소규모 사업자의 시장 진입이 가능해졌다."
80,92,opportunity,0.1181,0.4096,0.1728,3,1,1,1,1,1,0.108,neutral,0.8102,0.5054981708526611,에너지 관리,E,신재생에너지 전환,"안토니우 구테흐스 유엔 사무총장이 AI 데이터센터의 전력원을 2030년까지 전면 재생에너지로 전환해야 한다고 강조했다. 구테흐스 총장은 재생에너지 전환이 선택이 아닌 필수라며, 태양광 풍력 활용을 통해 지속가능한 미래를 열어야 한다고 발언했다. 일부 기업과 국가의 화석연료 의존이 여전하지만, 전환 흐름은 되돌릴 수 없다고 언급했다."
81,93,opportunity,0.1261,0.3931,0.2292,3,3,1,1,1,1,0.1146,neutral,0.8595,0.4574105143547058,기후변화·온실가스,E,Scope 3 배출량,"구글이 2025년 환경보고서를 통해 2024년 데이터센터 탄소배출을 전년 대비 12% 감축했다고 밝혔다. AI 확산과 에너지 수요 증가에도 불구하고 인프라 효율 개선과 청정에너지 사용 확대가 주요 원인으로 분석됐다. 그러나 스코프3(공급망) 배출 증가로 전체 탄소발자국은 오히려 증가한 것으로 나타났다. 데이터센터의 전력 수요는 같은 기간 27% 증가했으며, AI 서비스 확대와 직결된 공급망 배출 관리가 과제로 부각되고 있다."
82,94,opportunity,0.1261,0.3931,0.2292,3,3,1,1,1,1,0.1146,neutral,0.8595,0.4574105143547058,에너지 관리,E,에너지 소비 및 효율화,"구글이 2025년 환경보고서를 통해 2024년 데이터센터 탄소배출을 전년 대비 12% 감축했다고 밝혔다. AI 확산과 에너지 수요 증가에도 불구하고 인프라 효율 개선과 청정에너지 사용 확대가 주요 원인으로 분석됐다. 그러나 스코프3(공급망) 배출 증가로 전체 탄소발자국은 오히려 증가한 것으로 나타났다. 데이터센터의 전력 수요는 같은 기간 27% 증가했으며, AI 서비스 확대와 직결된 공급망 배출 관리가 과제로 부각되고 있다."
83,95,risk,0.1187,0.4361,0.1101,1,1,1,1,1,2,0.1542,neutral,0.826,0.5279974341392517,에너지 관리,E,신재생에너지 전환,"정부가 울산을 후보지로 한 RE100 산업단지 조성에 속도를 내며 연내 가시화 목표를 설정했다. 산업통상자원부는 16일 관계부처 합동 태스크포스(TF)를 출범하고, 재생에너지 인프라 구축 및 기업 유치 전략을 논의했다. 회의 참석자들은 산단 개발, 정주 여건 조성 등 부처별 과제를 구체화하기로 했다. TF는 산업부 국토부 공동 주관으로 격주 정례회의를 이어가며 특별법 제정도 함께 추진할 계획이다."
84,96,opportunity,0.1061,0.4011,0.1104,1,1,1,1,1,1,0.1104,neutral,0.8281,0.48439472913742065,에너지 관리,E,신재생에너지 전환,"OCI홀딩스의 미국 자회사인 OCI에너지가 텍사스주에 위치한 120MW 규모 태양광 발전소 프로젝트 페퍼 를 튀르키예 에너지기업 사반치 리뉴어블스에 매각했다. 이번 거래는 양사 간 첫 협력 사례이며, OCI 측은 추가 프로젝트 매각도 검토 중이라고 밝혔다. 최근 태양광 개발 사업의 성과가 본격화되면서 OCI의 수익성 확대와 북미 재생에너지 시장 공략이 본궤도에 오르고 있다."
85,97,opportunity,0.127,0.5112,0.1154,1,1,1,1,1,1,0.1154,neutral,0.8653,0.5908228158950806,기후변화·온실가스,E,Scope 1·2 배출량,"남동발전이 기아와 재생에너지 전력구매계약(PPA)을 체결해, 화성공장에 연간 1215MWh 규모의 태양광 전력을 직접 공급하고 있다. 이는 약 3200가구의 월간 전력 사용량에 해당하며, 전기차 1만5000대를 완충할 수 있는 수준이다. 공기업이 자가 설비에서 생산한 전력을 민간 기업에 직접 판매한 것은 국내 최초 사례다."
86,98,opportunity,0.127,0.5112,0.1154,1,1,1,1,1,1,0.1154,neutral,0.8653,0.5908228158950806,에너지 관리,E,신재생에너지 전환,"남동발전이 기아와 재생에너지 전력구매계약(PPA)을 체결해, 화성공장에 연간 1215MWh 규모의 태양광 전력을 직접 공급하고 있다. 이는 약 3200가구의 월간 전력 사용량에 해당하며, 전기차 1만5000대를 완충할 수 있는 수준이다. 공기업이 자가 설비에서 생산한 전력을 민간 기업에 직접 판매한 것은 국내 최초 사례다."
87,99,risk,0.099,0.2879,0.1161,3,1,1,1,3,2,0.1886,neutral,0.5441,0.5290705561637878,에너지 관리,E,신재생에너지 전환,"한국사회책임투자포럼(KoSIF)과 김현정 의원실이 발표한 2024 화석연료금융 백서에 따르면, 국내 금융기관의 화석연료 관련 금융자산 보유액은 총 173조7000억원에 달했다. 여기에 보험 자산까지 포함하면 372조3000억원에 이르며, 이 중 55조2000억원이 한전과 자회사에 집중돼 구조적 쏠림 현상이 지적됐다. 반면, 같은 해 신재생에너지 투자 대출은 24조원에도 미치지 못한 것으로 나타났다. 이는 정부의 석탄화력 폐쇄와 에너지 전환 목표와는 다른 자금 흐름이라는 비판이 제기되고 있다."
88,100,opportunity,0.1457,0.526,0.2038,1,3,2,1,1,1,0.1199,neutral,0.8993,0.5849359631538391,인적자원 관리,S,다양성 및 형평성 (DEI),"글로벌 지속가능성 기준기구(GSSB)는 다양성 포용성(GRI 405)과 비차별 기회 균등(GRI 406)을 중심으로 한 GRI 노동 기준 개정안을 공개하고, 9월 15일까지 의견 수렴을 시작했다. 이번 개정안은 국제노동기구(ILO) 핵심 협약을 반영해, GRI 405와 406 기준의 보고 범위를 확대하고 조직 전략 경영 책임까지 명시했다. 특히 직접적 간접적 차별, 소수집단 채용 기회 보장 여부 등을 구체적으로 공시하도록 요구했다. 개정안은 2026년 중반부터 단계적으로 적용될 예정이며, 인권 기반 접근법과 실사 기반 보고 원칙을 강화했다."
89,101,risk,0.1584,0.6282,0.1385,1,2,1,1,1,2,0.1616,neutral,0.8659,0.7255370616912842,에너지 관리,E,신재생에너지 전환,"현대건설은 중국 신재생에너지 기업 콩코드 뉴에너지 그룹과 전력구매계약(PPA)을 체결했다. 이번 계약은 강원도 평창에서 추진되는 21MW 규모의 개수리 태양광 프로젝트에 대한 것으로, 내년부터 30년 간 전력을 공급받게 된다. 두 회사는 이번 협력을 계기로 녹색에너지 분야에서의 공동 프로젝트 확대를 추진할 계획이다. 또한 지역 에너지 구조의 최적화 및 저탄소 전환도 함께 추진하기로 했다."
90,102,risk,0.1477,0.4039,0.2148,3,2,1,1,3,1,0.2625,neutral,0.8949,0.45130395889282227,에너지 관리,E,신재생에너지 전환,"미쓰비시상사가 2028년까지 미국 내 태양광 발전 용량을 현재보다 약 160% 확대하는 계획을 수립했다. 이를 위해 약 39억달러(5조3000억원)를 투입하며, 자회사 넥스앰프를 통해 2.9GW까지 발전자산을 확대할 예정이다. 이번 투자는 미국 내 친환경 에너지 보조금 및 공급망 현지화 유인을 반영한 것으로 분석된다. 닛케이에 따르면 총사업비는 5500억엔에 달하며, 태양광 설비뿐 아니라 지역 내 인프라 투자도 포함된다."
