idx,db_id,iro,final_score,base_score,impact_score,scale,scope,probability,irreversibility,fin_scale,fin_prob,financial_score,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text
58,559,risk,0.2203,0.2023,0.2136,1,2,1,1,1,2,0.2492,negative,0.534,0.378869891166687,에너지 관리,E,신재생에너지 전환,"현재 쿠바 전역에는 약 30개의 태양광 발전 단지가 가동 중이며, 중국의 지원을 바탕으로 2028년까지 92개 단지를 추가로 건설하는 계획이 추진되고 있다. 중앙 전력망이 언제든지 무너질 수 있는 상황에서, 이런 분산형 태양광 단지는 지역 단위의 전력 자립을 뒷받침하는 핵심 인프라로 자리 잡고 있다."
59,560,risk,0.1851,0.2065,0.1736,1,1,1,1,1,1,0.1736,negative,0.5207,0.3965989351272583,에너지 관리,E,신재생에너지 전환,사실상 일반 가정이 도저히 감당하기 어려운 비용 구조다. 재생에너지 전환이 구조적으로 에너지 빈곤층 과 에너지 부유층 을 갈라놓는 또 하나의 축으로 작동하고 있는 셈이다.
60,561,risk,0.2361,0.3441,0.1779,1,1,1,1,1,1,0.1779,negative,0.5337,0.6448275446891785,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,기후 환경뿐 아니라 인권 노동 공급망 데이터 거버넌스 등 비재무 리스크를 재무성과와 연계해 심의하는 구조 구축
61,562,risk,0.2342,0.3459,0.174,1,1,1,1,1,1,0.174,negative,0.5221,0.6624800562858582,이사회 구조,G,이사회 구성 및 독립성,"사측은 변경 이유로 이사회 구성의 적정성 및 전문성 강화를 위해 이사 정원을 조정하고, 이사회 운영 안정성을 확보하기 위해 임기를 조정한다는 입장을 밝혔다."
62,563,risk,0.2145,0.2917,0.173,1,1,1,1,1,1,0.173,negative,0.5191,0.5618839263916016,이사회 구조,G,이사회 구성 및 독립성,"이 여파로 후속 인사 계획도 함께 무산됐다. 정관 변경을 전제로 추천됐던 박종배 사외이사 선임 건이 자동으로 폐기된 것이다. 이로 인해 효성중공업은 당초 계획했던 이사회 진용을 갖추는 데 실패했으며, 향후 이사회 구성 전략을 처음부터 다시 짜야 하는 처지에 놓였다."
63,564,risk,0.2518,0.3255,0.179,1,1,1,1,1,2,0.2506,negative,0.537,0.6061851978302002,에너지 관리,E,신재생에너지 전환,참석자들은 행사에서 사업 추진 방향과 지원 내용을 공유했다. 이번 사업은 산업단지에 신재생에너지 설비 확대 및 입주 기업의 에너지 소비 고효율화를 지원해 탄소 배출을 저감하는 것을 목표로 한다.
64,565,risk,0.2386,0.3508,0.1782,1,1,1,1,1,1,0.1782,negative,0.5346,0.6562153100967407,에너지 관리,E,신재생에너지 전환,세부적인 내용은 구미 1 5 국가산업단지에 30MW급 태양광 발전소 59MWh 규모 에너지저장장치(ESS) 구축과 지능형 전력망 도입 등이다.
65,566,risk,0.2031,0.26,0.1724,1,1,1,1,1,1,0.1724,negative,0.5172,0.5027355551719666,인적자원 관리,S,다양성 및 형평성 (DEI),소속 욕구(Inclusion)는 인간관계를 맺고 상호작용하며 소속하고자 하는 욕구다. 스스로 중요하고 가치 있는 사람으로 느낀다. 통제 욕구(Control)는 영향력을 행사하고 통제하고자 하는 욕구다. 스스로 능력 있고 책임감 있는 사람으로 느낀다. 정서 욕구(Affection)는 정서적인 유대와 따뜻한 관계를 맺고자 하는 욕구다. 스스로 사랑받을만한 사람이라고 느낀다. 누구나 3가지 욕구에 대한 자기 기준이 있다. 이것이 충족되지 못하면 불편하다.
66,567,risk,0.2527,0.3195,0.2497,1,3,1,1,1,1,0.1783,negative,0.535,0.5972316861152649,에너지 관리,E,신재생에너지 전환,"ESG전문매체 ESGtoday와 업계 등에 따르면, 이번 프로젝트의 핵심은 재생에너지 100% 가동이다. 레고 측은 공장 부지 내에 3만 5000개에서 4만 개 이상의 태양광 패널을 설치한 현장 태양광 발전소를 구축할 계획이다. 이를 통해 공장 운영에 필요한 전력 전량을 현장에서 직접 생산하는 에너지 자급자족 시스템을 갖추게 된다."
67,568,risk,0.2187,0.2943,0.178,1,1,1,1,1,1,0.178,negative,0.5341,0.5509825944900513,이사회 구조,G,이사회 구성 및 독립성,"반면 한국은 여전히 피라미딩 구조와 중복상장이 광범위하게 남아 있다. 형식적으로 지배주주 지분율이 20 30%에 불과해 보이더라도 현실의 지배력은 훨씬 크다. 개인투자자의 낮은 주주총회 참여율, 기관투자자의 소극적 의결권 행사, 계열 및 거래관계에 따른 이해상충이 결합되면 이사회 구성과 주요 의사결정은 사실상 지배주주의 의중대로 결정되기 쉽다."
68,569,risk,0.2651,0.3743,0.2308,1,1,2,1,1,1,0.1776,negative,0.5327,0.7026460766792297,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"CSRD는 지속가능성 데이터에 대한 제한적 확신(limited assurance) 수준의 인증을 의무로 도입했다. 이는 재무제표에 요구되는 합리적 인증(reasonable assurance) 보다 범위는 좁지만, 독립된 제3자의 검토를 통한 오류 불일치 점검을 요구한다는 점에서 질적으로 다른 단계다."
69,570,risk,0.3347,0.3855,0.2329,1,1,2,1,3,1,0.3942,negative,0.5375,0.7172369956970215,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"초기 공시에서는 KPMG PwC EY 딜로이트(Deloitte) 등 이른바 빅4 회계법인이 인증기관(assurance provider) 역할을 사실상 독점하고 있는 모습이 확인된다. 재무감사와 동일한 플레이어가 ESG 데이터 검증을 맡으면서, 지속가능성 공시는 형식과 프로세스 측면에서 점점 재무 보고서와 닮아가는 공시의 재무화(financialization of reporting) 경향을 보이고 있다."
70,571,risk,0.2019,0.2494,0.1763,1,1,1,1,1,1,0.1763,negative,0.529,0.4715481996536255,에너지 관리,E,신재생에너지 전환,분야별로는 친환경 건축 부문에서 신재생에너지 보급 확대 등을 통해 목표치 17만 7500t을 넘어선 19만 2300t을 감축했다. 농축수산 부문 역시 가축분뇨 에너지화 시설 확충 등에 힘입어 목표치 5000t을 크게 상회한 1만 6000t의 감축 실적을 기록했다.
71,572,risk,0.244,0.3068,0.1774,1,1,1,1,1,2,0.2483,negative,0.5321,0.5765718221664429,에너지 관리,E,신재생에너지 전환,"2025년 추진 상황 점검 결과 친환경 건축, 수송, 농축수산, 자원순환, 탄소흡수원 등 대부분의 사업이 정상 추진된 것으로 분석됐다. 분야별 실적을 보면 친환경 건축 부문에서 신재생에너지 보급 등을 통해 목표치(17만 7500t)를 초과한 19만 2300t을 감축했다."
72,573,risk,0.2453,0.2638,0.2273,1,1,2,1,1,2,0.2448,negative,0.5245,0.502901017665863,이사회 구조,G,이사회 구성 및 독립성,이번 갈등은 향후 주주총회와 이사회 구성에도 영향을 미칠 수 있다는 전망이다. 주요 주주 간 협력 구도가 흔들릴 경우 이사회 권력 구조와 경영 전략에도 변화가 불가피하기 때문이다. 재계 관계자는 한미약품그룹 경영권은 그동안 대주주 간 연합으로 균형을 유지해 온 구조 라며 모녀 측과 신동국 회장 간 갈등이 장기화될 경우 4자 연합 자체가 유지되기 어려워질 가능성도 있다 고 말했다.
73,574,risk,0.2714,0.3715,0.2505,1,3,1,1,1,1,0.1789,negative,0.5368,0.6919770240783691,기후변화·온실가스,E,Scope 3 배출량,구체적으로는 스코프3(Scope 3) 카테고리15 배출량 측정 공시 금융배출 공시 시 글로벌산업분류기준(GICS) 적용 관할 규제 또는 거래소 요구 시 다른 배출량 산정 방법 허용 최신 IPCC 기준 기반 100년 시간범위 지구온난화지수(GWP) 적용 등이 주요 내용이다.
74,575,risk,0.3052,0.2815,0.2851,3,1,1,1,2,2,0.3564,negative,0.5346,0.5266070365905762,에너지 관리,E,에너지 소비 및 효율화,"비주거 대형 건축물에 대해서도 지원 한도를 기존 50억원에서 200억원으로 대폭 확대하고, 성능개선 비율에 따른 차등 지원을 통해 적극적인 에너지 절감을 유도한다. 올해부터는 그린리모델링을 희망하는 건축주의 올바른 의사결정을 지원하고자 민간 건축물 그린리모델링 컨설팅 지원사업도 새롭게 시행한다."
75,576,risk,0.2176,0.292,0.1775,1,1,1,1,1,1,0.1775,negative,0.5326,0.548262894153595,에너지 관리,E,신재생에너지 전환,일반적으로 유가 상승은 화석연료 소비를 억제하고 에너지 효율화 투자와 전기차 재생에너지 전환을 촉진하는 가격 신호 로 작용해 탄소 배출을 줄일 수 있다는 분석이 지배적이다.
76,577,risk,0.2544,0.2803,0.2322,1,1,2,1,1,2,0.25,negative,0.5358,0.5231453776359558,에너지 관리,E,에너지 소비 및 효율화,그러나 각국이 이를 계기로 재생에너지와 원전 투자 등 에너지 전환 및 에너지 효율 개선 정책을 적극적으로 펼치게 되면서 장기적으로는 배출량 감축이 가능할 것이란 낙관적 전망이 힘을 얻고 있다.
77,578,risk,0.2316,0.3368,0.1749,1,1,1,1,1,1,0.1749,negative,0.5246,0.6420950889587402,이사회 구조,G,이사회 구성 및 독립성,양측은 최근 공개 주주서한을 잇따라 주고받으며 자본관리 및 주주환원 정책 DB그룹 내부거래 구조 이사회 독립성 강화와 투자 의사결정의 투명성 등을 놓고 첨예하게 맞서고 있다.
78,579,risk,0.1983,0.2387,0.1765,1,1,1,1,1,1,0.1765,negative,0.5296,0.45077022910118103,기후변화·온실가스,E,Scope 3 배출량,두 법안은 모두 거래소 공시를 거치지 않고 법정 공시를 바로 도입하되 유예 기간을 두도록 할 예정이다. 또한 두 법안 모두 가치사슬 배출량인 스코프(Scope)3 공시 시기에 대한 구체적 조항은 포함되지 않는 것으로 확인됐다.
79,580,risk,0.2913,0.3345,0.3485,3,3,1,1,1,1,0.1743,negative,0.5228,0.6398309469223022,이사회 구조,G,이사회 구성 및 독립성,"한국ESG평가원 손종원 대표는 우리금융지주의 기존 4인 사외이사는 교수 1명, 전문경영인 출신 3명 이라며 이번에 3인 후보가 모두 선임될 경우 전체 7명의 사외이사 중 6명이 전문경영인 출신인 것은 매우 긍정적인 이사회 구성으로 판단된다 고 말했다."
80,581,risk,0.2323,0.266,0.1808,1,1,1,1,1,2,0.2531,negative,0.5423,0.4904482960700989,에너지 관리,E,신재생에너지 전환,"현재 국내 재생에너지 시장은 공급 물량 부족과 그에 따른 구매 비용 상승으로 기업들의 RE100 이행에 어려움이 커지고 있으며, 이는 곧 국내 산업 경쟁력 약화로 이어지고 있다. 정부는 이러한 기업들을 지원하기 위해 재생에너지 정책을 개편하고 공공 주도의 공급 확대를 추진하고 있다."
81,582,risk,0.2836,0.367,0.2305,1,1,2,1,1,2,0.2483,negative,0.532,0.6898381114006042,에너지 관리,E,신재생에너지 전환,"이번 컨퍼런스는 급변하는 정부 정책에 따른 재생에너지 시장 전망을 살펴보고, PPA 공급사업자의 사업전략, 자원별 PPA 활용 전략 등 기업이 실질적으로 RE100을 달성하기 위한 최적의 재생에너지 조달 방안 을 논의하기 위해 마련됐다."
82,583,risk,0.3077,0.3606,0.304,1,3,2,1,1,2,0.2504,negative,0.5365,0.6721292734146118,에너지 관리,E,신재생에너지 전환,"컨퍼런스 주제는 글로벌 탄소 무역장벽, RPS 정책 변화 및 RE100 시장 전망 기업 RE100 지원을 위한 분산에너지 특구 연계 방안 및 공공의 역할 RE100 이행을 위한 재생에너지 최적 조달전략 등 다양한 주제가 발표된다."
83,584,risk,0.232,0.3324,0.1779,1,1,1,1,1,1,0.1779,negative,0.5336,0.6228499412536621,에너지 관리,E,신재생에너지 전환,"이번 컨퍼런스에서는 RE100 수요기업과 PPA를 위한 민간 및 공기업 공급사업자, 정부 기관, 법률사무소 등 국내 최고의 에너지 정책 및 실무 전문가들이 연사로 참여하여 깊이 있는 인사이트를 제공할 예정이다."
84,585,risk,0.2146,0.2831,0.1777,1,1,1,1,1,1,0.1777,negative,0.533,0.5312017798423767,에너지 관리,E,신재생에너지 전환,"재생에너지 최적 조달 전략을 위한 2026년 RE100 기술 전략 컨퍼런스는 3월 16일(월) 17시까지 얼리버드 등록이 가능하며, 자세한 내용은 세미나허브 홈페이지(www.seminarhub.co.kr) 또는 유선으로 문의하면 된다."
85,586,risk,0.2159,0.2919,0.175,1,1,1,1,1,1,0.175,negative,0.5249,0.5560464859008789,이사회 구조,G,이사회 구성 및 독립성,"롯데홈쇼핑은 이날 열린 정기주총에서 이사회 구성을 기존 롯데쇼핑 측 5명, 태광산업 측 4명에서 각각 6명, 3명으로 변경하는 안건이 원안대로 의결됐다고 밝혔다."
86,587,risk,0.2297,0.3286,0.1764,1,1,1,1,1,1,0.1764,negative,0.5293,0.620809018611908,이사회 구조,G,이사회 구성 및 독립성,"이날 주총에서 롯데홈쇼핑은 이사회 구성을 기존 롯데 측 5명(임원 3명 사외이사 2명), 태광 측 4명(임원 3명 사외이사 1명) 구조에서 롯데 측 6명(임원 3명 사외이사 3명), 태광 측 3명(임원 1명 사외이사 2명)으로 바꿨다. 이사회 구성이 5대4에서 6대3으로 바뀌면서 통상 3분의 2 찬성을 조건으로 하는 특별 결의 등을 롯데 단독으로 의결할 수 있게 됐다."
87,588,risk,0.265,0.3285,0.2144,1,2,1,1,1,2,0.2501,negative,0.536,0.6128643155097961,에너지 관리,E,신재생에너지 전환,"한국 정부는 지역경제 활성화, 재생에너지 중심의 에너지 대전환을 위해 RE100 산단 조성 을 국정과제로 발표하고, 필요한 작업을 추진하고 있다. 지난 2월 RE100 산단 특별법인 재생에너지자립도시법 을 최우선 과제로 추진하겠다는 의지를 밝히기도 했다."
88,589,risk,0.2468,0.2947,0.2545,1,3,1,1,1,1,0.1818,negative,0.5453,0.5404193997383118,에너지 관리,E,에너지 소비 및 효율화,"따라서 중국은 탄소제로 산업단지의 핵심 지표로 에너지 소비량 단위당 탄소배출량 감축을 제시한다. 즉 산업단지의 순 배출량을 완전히 제로(0) 로 만드는 것을 목표로 하기보다는, 단위 에너지 소비당 탄소배출량을 현재 전국 산업단지 평균의 약 10분의 1 수준(약 0.25t tec)으로 낮추는 것을 정책 목표로 설정했다는 점에서 단지별 차이를 고려한 실용적이고 현실적인 방식으로 볼 수 있다."
89,590,risk,0.2173,0.292,0.1771,1,1,1,1,1,1,0.1771,negative,0.5313,0.5495442748069763,에너지 관리,E,신재생에너지 전환,"이 중 대표적인 사례로는 내몽골 오르도스에 위치한 멍쑤 경제개발구를 들 수 있다. 멍쑤 개발구는 1000MW 규모의 태양광 발전과 200MW 규모의 에너지저장 시설을 통해 개발구 내 전력 공급을 100% 친환경 에너지로 충당하고 있으며, 이를 통해 전기 요금을 kWh당 0.4위안 (약 85원) 수준으로 낮추는데 성공했다."
90,591,risk,0.2431,0.2956,0.1813,1,1,1,1,1,2,0.2538,negative,0.5438,0.5434905886650085,에너지 관리,E,신재생에너지 전환,"중국은 탄소제로 산업단지 내 재생에너지 직접연결과 산업구조 개편을 함께 추진하고 있으며 산업단지의 에너지 소비 특성을 고려해 기준을 만들어가고 있다는 점은 우리에게도 중요한 시사점이 된다. 우리도 이와 같이 제조업 중심의 해외 주요 국가들의 산업 탈탄소 전환 및 재생에너지 전환 정책들을 면밀히 살펴보고, 그 효과와 사례들을 참고하여 정책을 마련해나가야 한다."
91,592,risk,0.2537,0.3475,0.2274,1,1,2,1,1,1,0.1749,negative,0.5248,0.6622124910354614,이사회 구조,G,이사회 구성 및 독립성,"글래스루이스는 후보자들을 검토한 결과, 주주 우려를 초래할 만한 특별한 이슈가 없는 것으로 판단했다. 글래스루이스는 우리금융 이사회 구성이나 감사위원회, 보상위원회, 임원후보추천위원회 등의 운영이 선진 기준에 부합하게 운영되고 있다고 평가했다."
92,593,risk,0.2255,0.3194,0.175,1,1,1,1,1,1,0.175,negative,0.5251,0.6082600355148315,이사회 구조,G,이사회 구성 및 독립성,"각 이사회 독립성이나 ESG(환경 사회 지배구조) 공시, 지속가능경영 정보 공개 수준도 긍정적으로 평가했다."
93,594,risk,0.2213,0.3037,0.177,1,1,1,1,1,1,0.177,negative,0.5309,0.5719923377037048,에너지 관리,E,신재생에너지 전환,오영훈 제주지사는 12일 그린리모델링으로 새단장한 제주시 금산로 주택을 찾아 이같은 계획을 발표했다. 금산로 주택은 도와 도개발공사가 노후 공공임대주택에 태양광과 히트펌프 등 신재생에너지 설비를 도입해 제로에너지건축물(ZEB) 플러스 등급(에너지 자립률 120% 이상) 인증을 받았다.
94,595,risk,0.2325,0.3343,0.1777,1,1,1,1,1,1,0.1777,negative,0.5331,0.627165675163269,에너지 관리,E,신재생에너지 전환,"1차산업과 관광산업을 중심으로 RE100(재생에너지 100%) 모델을 확대해 시설하우스에 태양광과 히트펌프를 결합하고, 양식장에는 해수열 활용 히트펌프를 보급한다. 축산 분야에서는 국내 최초 RE100 축산물 출시를 넘어 농가 단위의 실질적인 재생에너지 자급체계를 구축한다."
95,596,risk,0.2185,0.2971,0.1762,1,1,1,1,1,1,0.1762,negative,0.5285,0.5622151494026184,에너지 관리,E,신재생에너지 전환,"에너지 소비가 많은 호텔 9곳은 2032년까지 재생에너지 100% 로 전환토록 하고, 노후 산업단지도 재생에너지 기반으로 전환한다. 또 태양광 발전이 몰리는 낮 시간대 등 전기가 남아도는 시간에 히트펌프를 집중적으로 가동하면 소비자가 보상을 받는 구조가 마련된다. 난방하면서 요금도 아끼고 수익도 낼 수 있게 된다고 도는 설명했다."
96,597,risk,0.2628,0.3546,0.2457,1,3,1,1,1,1,0.1755,negative,0.5265,0.6734498739242554,에너지 관리,E,신재생에너지 전환,특히 이번 프로젝트에서 효성중공업은 자체 배터리 관리시스템 소프트웨어를 통해 배터리 제어부터 전력기기 연동까지 아우르는 통합 시스템 제어 기술을 선보인다. 효성중공업은 2024년 신재생에너지 시장의 저명한 리서치 기관인 BNEF(Bloomberg New Energy Finance)의 최우수 ESS 업체(Tier 1)로도 등재되며 글로벌 경쟁력을 입증한 바 있다.
97,598,risk,0.254,0.3969,0.177,1,1,1,1,1,1,0.177,negative,0.5309,0.7476249933242798,이사회 구조,G,이사회 구성 및 독립성,평가원은 이사회 구성이 최대주주에 의해 전적으로 통제되어 경영이 이루어지는 것보다 다른 주요주주의 이익 또한 대변할 수 있도록 구성하는 것은 바람직한 거버넌스 개혁이라고 판단된다 며 다만 소액주주의 이익도 대변할 사외이사의 존재가 향후 과제 라고 지적했다.
98,599,risk,0.2311,0.2253,0.2833,3,1,1,1,1,1,0.1771,negative,0.5312,0.4241282343864441,에너지 관리,E,신재생에너지 전환,이는 태양광 발전이 대규모로 전력을 공급하면서 가스 발전 의존도를 낮췄기 때문이다. 실제로 2026년 3월 들어 독일에서는 5일 연속 정오 기준 40GW 이상의 태양광 전력이 전력망에 공급됐다. 태양광 발전 설비가 집중적으로 가동되는 낮 시간대에 대규모 전력이 공급되면서 전력 도매가격 상승 압력이 상당 부분 완화된 것이다.
99,600,risk,0.1897,0.216,0.1755,1,1,1,1,1,1,0.1755,negative,0.5264,0.41033557057380676,에너지 관리,E,신재생에너지 전환,시간대별 전력 가격 격차는 뚜렷하게 나타났다. 가스 발전 의존도가 상대적으로 높은 저녁 시간대 전력 가격은 뛰었다. 실제 저녁 시간대 전력 가격은 MWh(메가와트시)당 248.91유로까지 상승했다. 반면 태양광 발전량이 크게 늘어나는 낮 시간대 전력 가격은 그에 비해 20% 수준을 유지했다. 전력 수요 구조와 발전 믹스의 차이가 가격 형성에 직접적인 영향을 미친 셈이다.
100,601,risk,0.2112,0.2723,0.1783,1,1,1,1,1,1,0.1783,negative,0.535,0.5089184641838074,이사회 구조,G,이사회 구성 및 독립성,"MSCI는 기업 내 하급 관리자에서부터 최고 경영자 및 이사회 구성원까지를 각 단계로 보았을 때, 각 단계의 여성 임원이 다음 단계로 성장할 수 있는 체계적인 공급망이 중요하다고 봤다. 보고서는 이를 리더십 파이프라인이라 칭했다."
101,602,risk,0.2706,0.2685,0.3533,3,3,1,1,1,1,0.1767,negative,0.53,0.506601095199585,이사회 구조,G,이사회 구성 및 독립성,"또한 여성들은 이사회 전체 의석보다 이사회 산하 위원회(감사 보상 지명 등)에서 더 높은 비중을 차지하는 경향을 보였다. 특히 신흥국 시장에서는 지명위원회 내 여성 비중이 2024년 19.9%에서 2025년 22.9%로 크게 늘어, 앞으로 이사회 구성 변화에 영향을 줄 수 있는 중요한 흐름으로 평가됐다."
102,603,risk,0.2801,0.3582,0.2298,1,1,2,1,1,2,0.2475,negative,0.5303,0.6755279302597046,이사회 구조,G,이사회 구성 및 독립성,시장에서는 국민연금이 단순히 개인의 연임 여부보다 금융지주의 지배구조 투명성과 이사회 독립성을 중심으로 판단할 가능성이 크다고 본다. 임 회장의 연임 추진 과정에서 그룹의 사외이사 선임 절차와 경영승계 프로그램이 실질적 독립성을 확보했는지가 평가의 핵심으로 꼽힌다. 국민연금이 문제점을 지적하며 반대표를 행사할 경우 다른 기관투자가의 표심에도 영향을 미칠 수 있다.
103,604,risk,0.226,0.3152,0.1779,1,1,1,1,1,1,0.1779,negative,0.5337,0.5905728340148926,이사회 구조,G,이사회 구성 및 독립성,"국민연금은 그간 신년사와 대외 발언을 통해 ESG, 특히 지배구조(G)를 기준으로 적극적인 주주권 행사 를 공언하면서 이를 스튜어드십 코드 시즌2 로 명명했다. 과거 소극적 의결권 행사에서 벗어나 CEO 선임 연임과 이사회 구성에 직접적으로 영향을 주겠다는 선언에 가깝다. 금융권에서는 국민연금이 한 번 스튜어드십 카드를 꺼내들면, 그 자체가 사실상 규제 정책 신호 로 작동한다 는 평가가 나온다."
104,605,risk,0.2306,0.3334,0.1753,1,1,1,1,1,1,0.1753,negative,0.5259,0.6340372562408447,이사회 구조,G,이사회 구성 및 독립성,"국민연금은 2026년 주총 시즌을 앞두고 ESG, 특히 지배구조를 기준으로 스튜어드십 적용 범위를 확대하겠다 고 밝히며, 이사회 독립성 성과 보수 연계 적정성을 집중 점검하겠다고 예고했다. KT 등에서 국민연금 반대로 CEO 선임 구조개편 안건이 되돌아간 사례가 나오면서 금융지주도 국민연금이 반대하면 사실상 절차를 다시 짜야 한다 는 인식이 퍼진 상태다."
105,606,risk,0.3098,0.3072,0.179,1,1,1,1,3,2,0.4655,negative,0.5371,0.571929931640625,기후변화·온실가스,E,Scope 3 배출량,금융위원회는 지난달 25일 ESG 의무공시 로드맵 초안 을 발표하고 국내 기업의 최초 ESG 의무공시 적용 대상을 2028년(FY27년)부터 자산 30조 원 이상 코스피 상장사로 설정했다. 또한 가치사슬 배출량인 스코프3(Scope 3) 공시는 이보다 3년 뒤인 2031년부터 시행하겠다는 방침을 제시했다. 금융위 기준에 해당하는 자산 30조 원 이상 코스피 상장사는 58개사에 불과하다.
106,607,risk,0.2557,0.2985,0.2813,1,1,3,1,1,1,0.1758,negative,0.5275,0.5658345818519592,에너지 관리,E,신재생에너지 전환,규모와 현장 여건에 따라 품질 편차가 발생하기 쉬운 태양광 발전 사업은 장기적이고 안정적인 운영 관리가 곧 수익성으로 직결된다.
107,608,risk,0.314,0.3637,0.23,1,1,2,1,2,2,0.3539,negative,0.5308,0.6851609945297241,안전보건,S,사업장 안전보건 관리체계,"특히 기존 안전보건경영시스템(ISO 45001)에 이번 인증들을 더해 품질 환경 안전의 ISO 3대 통합 경영 체계 를 완성했다. 이는 대기업 및 공공기관의 까다로운 프로젝트 요건을 충족하는 지표로, 향후 대형 프로젝트 수주 경쟁력을 대폭 끌어올릴 전망이다."
108,609,risk,0.2634,0.3532,0.2477,1,3,1,1,1,1,0.1769,negative,0.5307,0.6655864715576172,기후변화·온실가스,E,기후 거버넌스·인벤토리,"비영리법인 기후솔루션(SFOC)이 3일 발간한 기후 대응의 빈 자리 현대자동차 기후 거버넌스 점검 보고서에 따르면, 현대차는 2021년 기존 투명경영위원회를 지속가능경영위원회로 개편하며 기후 대응 의지를 밝혔으나 실질적인 내부 감독 체계는 글로벌 기준에 못 미치는 것으로 나타났다."
109,610,risk,0.2482,0.3063,0.2499,1,3,1,1,1,1,0.1785,negative,0.5355,0.5719385743141174,기후변화·온실가스,E,기후 거버넌스·인벤토리,"글로벌 투자자 연합체인 기후행동 100 (CA100 ) 의 기후 거버넌스 평가 지표를 적용한 결과, 현대차는 6개 항목 중 2개 항목(이사회 감독 증거, CEO 보상 연계)을 부분적으로 충족하는 데 머물렀다. 이는 평균 2.2개를 충족하는 글로벌 완성차 12개사 및 5개를 충족하는 메르세데스-벤츠 등 경쟁사 대비 낮은 수치다."
110,611,risk,0.2471,0.3177,0.234,1,1,2,1,1,1,0.18,negative,0.5399,0.5884884595870972,기후변화·온실가스,E,Scope 3 배출량,"내부 전략의 정합성 문제도 지적됐다. 현대자동차의 탄소중립 목표 시점은 2045년인 반면, 핵심 공급망이자 계열사인 현대제철의 목표는 2050년으로 설정되어 있다. 철강이 현대차 차량 중량의 약 60%를 차지하고 Scope 3 배출량의 15% 이상을 점유하는 상황에서, 이러한 목표 시점 차이는 전환 투자와 저탄소 소재 확보 계획의 실현 가능성에 영향을 줄 수 있는 전략적 사안으로 분석됐다."
111,612,risk,0.2409,0.3641,0.1745,1,1,1,1,1,1,0.1745,negative,0.5235,0.6954783201217651,기후변화·온실가스,E,기후 거버넌스·인벤토리,기후솔루션은 현대차의 기후 거버넌스 실질화를 위해 기후 전문 독립이사 선임 이사회 차원의 기후 전환 전략 정기 검토 독립이사 대상 심화 교육 운영 의사결정 과정의 구체적 공시 등의 조치가 필요하다고 제언했다.
112,613,risk,0.2585,0.3552,0.2311,1,1,2,1,1,1,0.1778,negative,0.5333,0.666100263595581,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"세 번째는 검증 데이터 거버넌스다. SB 253은 단계적으로 제한적 보증, 나아가 합리적 보증까지 요구할 것으로 예상된다. 이는 회계법인 검증기관 내부 감사조직이 기후 데이터에 본격적으로 관여하게 된다는 것을 의미한다. 한국 EU 미국 등 서로 다른 규제를 동시에 충족하려면, 공시체계 간의 충돌을 최소화하는 데이터 설계와 내부 통제 체계를 마련해야 한다."
113,614,risk,0.2768,0.2768,0.3598,3,3,1,1,1,1,0.1799,negative,0.5397,0.5129626989364624,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"글로벌 공급망과 다국적 사업 구조를 가진 한국 대기업일수록, SB 253 261을 단순히 미국 한 주( )의 규제 가 아닌 향후 기후공시 글로벌 스탠더드의 시험 무대로 인식하고, 전사적인 데이터 거버넌스 체계를 재편할 타이밍이라는 지적이 설득력을 얻고 있다."
114,615,risk,0.2574,0.2932,0.23,1,1,2,1,1,2,0.2477,negative,0.5308,0.5524111986160278,안전보건,S,사업장 안전보건 관리체계,경기도는 산업단지 위험성 평가 실시 및 개선지도 지붕 추락재해 예방 기술지도 외국인 노동자 안전 역량 강화 등 3개 세부 사업을 추진한다.
115,616,risk,0.2633,0.3324,0.2672,1,2,2,1,1,1,0.1781,negative,0.5344,0.6220096945762634,안전보건,S,사업장 안전보건 관리체계,이들 사업의 운영은 대한산업안전협회 경기지역본부가 맡으며 산업단지 내 30인 미만 사업장 350곳을 대상으로 위험성 평가와 사후관리 컨설팅을 제공한다. 위험 요인 발굴부터 개선 이행 점검까지 연계 지원해 형식적인 평가를 넘어 실질적인 안전관리 체계 구축을 돕는다.
116,617,risk,0.2418,0.3027,0.1764,1,1,1,1,1,2,0.2469,negative,0.5291,0.572094202041626,기후변화·온실가스,E,기후 거버넌스·인벤토리,"지난달 28일 서울시청 다목적홀에 모인 시민들은 기후시민의회가 단순한 의견 수렴 절차에 그쳐서는 안 되며, 기후 거버넌스의 공동 설계자로 참여하는 구조가 돼야 한다는 데 뜻을 모았다. 시민들의 논의 결과는 기후위에 전달되며, 향후 정부의 기후시민의회 운영 원칙에 반영할 것을 요청할 계획이다."
