idx,db_id,iro,time_horizon,direction,final_score,base_score,impact_score,scale,scope,probability,irreversibility,fin_scale,fin_prob,financial_score,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text
39,240,리스크_장기,장기,리스크,0.3107,0.2784,0.3614,3,3,1,1,2,1,0.2891,negative,0.5421,0.5135031938552856,에너지 관리,E,신재생에너지 전환,"고려아연이 호주에 위치한 풍력발전소에 7억5300만호주달러(약 6787억원)를 투자하고 신재생에너지 사업을 강화했다. 고려아연의 해외 자회사 아크에너지가 호주 퀸즐랜드주에 건설 중인 맥킨타이어 풍력발전소의 지분 30%에 대해 최종 투자를 결정했다고 21일 전했다. 이번 투자는 아크에너지의 계열사인 아크에너지 맥킨타이어를 통해 이뤄지며, 한화 약 6700억원 규모다. 이번 최종 투자 결정으로 아크에너지는 전체 923.4MW의 발전 용량 중 30%를 확보하게 됐다. 고려아연은 이를 호주자회사인 썬메탈(SMC)에 공급한다는 계획이다."
40,241,리스크_장기,장기,리스크,0.2073,0.2527,0.1828,1,1,1,1,1,1,0.1828,negative,0.5484,0.4607848823070526,인적자원 관리,S,다양성 및 형평성 (DEI),"올해 들어 미국 기업들이 연례 보고서에서 다양성, 형평성, 포용성(DEI) 을 언급하는 문구가 제거되고 있는 것으로 나타났다. DEI 프로그램이 추구하는 깨어있는(Woke 워크) 자본주의 에 대한 반발 심리가 커지자, 기업들이 선제적으로 대응했다는 분석이 나왔다. 월스트리트저널(WSJ)은 미국 기업들이 미국 증권거래위원회(SEC)에 제출한 10-K(연차보고서) 를 검토한 결과, DEI에 대한 장기 목표가 사라졌다고 분석했다. 기업들이 DEI를 축소하는 배경엔 정치적 갈등이 있었다. 사회적 갈등이 증폭되며 피로감을 호소하는 투자자들이 늘면서 워크 자본주의에 대한 반발심리가 증폭했다는 분석이다."
41,242,리스크_단기,단기,리스크,0.3157,0.2987,0.2913,3,1,1,1,2,2,0.3641,negative,0.5462,0.5468651652336121,에너지 관리,E,신재생에너지 전환,"고려아연은 내달 3일 자회사 아크에너지(Ark Energy)를 통해 스페인 신재생에너지기업 악시오나(Acciona)가 호주에 건설 중인 풍력발전소 지분 30%를 취득한다고 밝혔다. 취득 금액은 총 7억5300만호주달러(한화 약 6737억원)로, 오는 2025년까지 분할 납부할 예정이다. 회사 측은 신재생에너지 전력사업을 영위하기 위해 발전소 지분을 인수했다 며 취득 금액 및 일정은 양사 합의에 따라 일부 변동될 수 있다 고 설명했다."
42,243,리스크_단기,단기,리스크,0.2344,0.2651,0.1839,1,1,1,1,1,2,0.2575,negative,0.5517,0.4805062413215637,에너지 관리,E,신재생에너지 전환,"일본과 EU가 오는 4월부터 협력해 첨단 소재를 개발할 예정이라고 니혼게이자이신문이 보도했다. 양측은 전기자동차 배터리로 쓰일 수 있는 차세대 나트륨 이온 배터리, 반도체 재료 분야에서 협력할 것으로 기대됐다. 이외에도 태양광 발전 패널 효율을 높일 금속 나노 입자 개발도 논의 대상인 것으로 알려졌다. 니혼게이자이신문은 일본과 EU는 공동 연구개발 프로젝트를 늘려 나가는 동시에 정기적으로 협력 방안을 논의해 첨단 소재를 개발함으로써 중국에 대한 의존도를 낮출 예정 이라고 했다."
43,244,리스크_장기,장기,리스크,0.3848,0.3692,0.3263,3,2,1,1,3,2,0.4714,negative,0.5439,0.6788010597229004,에너지 관리,E,신재생에너지 전환,다자개발은행(MDB)이 동유럽 독립국가연합(CIS)을 중심으로 태양광 풍력 등 재생에너지 100% 사용(RE100) 프로젝트에 대대적으로 자금을 지원했다. 세계은행(WB)은 유럽 중앙아시아 지역 에너지 안보와 경제개발 역량을 강화를 위해 재생에너지 이니셔티브에 착수해 20억달러(약 2조7110억원) 규모의 자금 지원 계획을 승인했다고 밝혔다. 향후 10년 동안 단계적으로 추진되는 유럽 중앙아시아 재생에너지 스케일업(ECARES) 프로그램의 1단계 사업이다. 연간 6억5000만대 전기차를 충전할 수 있는 15GW규모의 재생에너지를 공급해 탄소배출량을 2억4000만톤 감축할 계획이다. WB 이사회가 승인한 ECARES 이니셔티브 첫 프로젝트 수혜국은 튀르키예다.
44,245,리스크_단기,단기,리스크,0.374,0.3741,0.2902,1,1,3,1,3,2,0.4716,negative,0.5442,0.6875109672546387,인적자원 관리,S,다양성 및 형평성 (DEI),내년부터 국민연금이 이사회 성별 다양성을 고려하지 않은 상장사에 대한 의결권 행사를 강화한다. 28일 국민연금 기금운용위원회는 2차 회의를 열고 수탁자 책임 활동에 관한 지침을 개정했다고 밝혔다. 이번 개정으로 국민연금은 내년 3월 이후 주주총회부터 시가총액 2조원 이상 상장사에 대한 의결권 행사 시 이사회의 성별 다양성을 고려한다. 향후 국민연금은 이사회 성별 다양성 관련 자본시장법 규정을 위반한 회사에 대해 이사 후보 추천 권한이 있는 이사회 위원장이 차기 이사로 선임되는 것을 반대할 수 있다.
45,246,리스크_장기,장기,리스크,0.2596,0.4004,0.1838,1,1,1,1,1,1,0.1838,negative,0.5514,0.7261258363723755,에너지 관리,E,신재생에너지 전환,"SK에코플랜트는 지난 26일 환경부와 폐배터리 재생원료 인증 시범사업 관련 협약식을 가졌다고 27일 밝혔다. 이번 사업은 전기차 배터리의 재생원료 사용 인증체계를 구축하는 것을 골자로 한다. 향후 폐배터리 인증체계를 국내 배터리 제조사 및 재활용사에 도입하는 것이 목표다. 또, SK에코플랜트는 베트남을 대표하는 신재생에너지 기업 BCGE(Bamboo Capital Group Energy)와 손잡고 700MW 규모의 태양광 및 풍력발전 프로젝트를 공동 개발한다고 22일 밝혔다. SK에코플랜트는 이 프로젝트의 사업 개발 단계부터 참여하며, 탄소배출권 확보에도 나설 계획이다."
46,247,리스크_장기,장기,리스크,0.2375,0.3415,0.1815,1,1,1,1,1,1,0.1815,negative,0.5444,0.6273168921470642,에너지 관리,E,신재생에너지 전환,영국의 거대 석유회사인 셸(Shell)이 기후 전환 로드맵과 목표를 간략하게 설명하는 에너지 전환 전략 2024(Energy Transition Strategy 2024) 를 발표했다. 지난 2021년에 출시한 파워링 프로그레스(Powering Progress) 전략을 처음으로 업데이트해 내놓은 것이다. 새롭게 수정된 전략에는 스코프 3 배출량을 줄이려는 셸의 첫 번째 임시 목표가 포함돼 있다. 셸은 2030년 스코프 3 저감 목표를 이전의 20%에서 15 20%로 다소 약화시켰다.
47,248,리스크_단기,단기,리스크,0.2598,0.2867,0.2369,1,1,2,1,1,2,0.2551,negative,0.5467,0.5243666768074036,에너지 관리,E,신재생에너지 전환,"지속가능성 미디어 ESG투데이(ESG Today)는 미국 재생에너지 개발 업체 프라이머지(Primergy)가 텍사스에서 개발 중인 408메가와트(MW) 규모의 태양광 발전 프로젝트의 향후 생산량에 대해 마이크로소프트와 전력구매계약(PPA)을 체결했다고 보도했다. 현재 텍사스주 힐 카운티에서 개발 중인 애쉬 크릭 태양광 프로젝트는 3480에이커의 부지를 대상으로 하며, 연간 약 9만 가구에 전력을 공급할 수 있는 양의 에너지를 생산할 전망이다."
48,249,리스크_장기,장기,리스크,0.2206,0.293,0.1816,1,1,1,1,1,1,0.1816,negative,0.5448,0.5378124117851257,에너지 관리,E,신재생에너지 전환,"재생에너지 인프라 투자자 엑셀시어 에너지 캐피털(Excelsior Energy Capital) 은 세계 최대 자산운용사 블랙록의 에버그린 인프라 파트너스 펀드(Evergreen Infrastructure Partners Fund)에 자사의 38개 태양광 및 에너지 저장 프로젝트 포트폴리오를 매각했다고 밝혔다. 엑셀시어는 보도자료를 통해, 회사의 초기 펀드인 엑셀시어 재생에너지 투자 펀드 I LP(Excelsior Renewable Energy Investment Fund I LP) 의 태양광 자산 포트폴리오를 블랙록에 매각했다고 밝혔다. 이 포트폴리오는 총용량 89메가와트(MWDC)의 태양광 및 배터리저장 분산발전 프로젝트로 구성돼 있다."
49,250,리스크_장기,장기,리스크,0.207,0.2548,0.1812,1,1,1,1,1,1,0.1812,negative,0.5437,0.4687124788761139,기후변화·온실가스,E,Scope 3 배출량,"LX인터내셔널이 인도네시아에 이어 호주에서도 리튬 광산 매입 준비에 착수했다. 향후 호주 광산을 매입한 이후에는 리튬 제조사와의 합작 투자도 진행할 예정이다. 이외에도 인도네시아에 니켈 광산을 추가 확보를 위한 물색 작업을 시작했다. 또, 제련소 구축을 위한 투자 절차에도 돌입한 상태다. 2차전지 핵심광물 공급망 경쟁이 심화하고 있는 상황에서 인도네시아와 호주 등 주요 광산 매입 등으로 업스트림(up-stream) 분야의 경쟁력을 확실히 다지겠다는 의도로 풀이됐다."
50,251,리스크_단기,단기,리스크,0.2346,0.2688,0.1825,1,1,1,1,1,2,0.2555,negative,0.5476,0.49088454246520996,에너지 관리,E,신재생에너지 전환,"석유 기업 셸의 자회사인 미국 태양광발전 사업자 사비온이 보유한 재생에너지 자산 매각을 추진하고 있다고 로이터통신이 보도했다. 로이터가 입수한 자료에 따르면, 셸은 현재 발전용량 10.6GW의 미국 북동부와 서부의 태양광 발전시설 및 에너지저장 시설 매각을 진행하고 있다. 매각 주간사는 투자은행 제프리스가 맡았다. 셸과 제프리스는 셸의 재생에너지 자산 매각에 관해 언급을 피했다. 로이터는 입수한 자료에 따르면, 사비온은 재생에너지 자산 매각 후 셸의 발전시장 전략 수행에 집중하게 될 것 이라고 밝혔다."
51,252,리스크_장기,장기,리스크,0.2503,0.2407,0.2555,1,3,1,1,1,2,0.2555,negative,0.5474,0.43969592452049255,에너지 관리,E,신재생에너지 전환,삼성물산이 미래 성장 동력으로 낙점한 태양광 개발 사업 확대에 박차를 가하고 있다. 삼성물산 상사부문인 자회사 카리나솔라를 통해 미국 인디애나 주 바르톨로뮤 카운티에 1886에이커(약 763만 평방미터) 규모의 태양광 발전 프로젝트를 추진한다. 이번 프로젝트는 삼성물산의 글로벌 친환경 에너지 기업으로서 도약을 본격화하는 계기가 될 것으로 기대됐다.
52,253,리스크_장기,장기,리스크,0.2247,0.251,0.2356,1,1,2,1,1,1,0.1812,negative,0.5437,0.46174076199531555,이사회 구조,G,이사회 구성 및 독립성,"기아가 다음 달 15일 정기 주주총회에서 여성 사외이사 비율이 50%를 넘어설 것으로 예상됐다. 기아의 사외이사진은 조화순 교수, 전찬혁 세스코 대표이사 회장, 신재용 서울대 경영학과 교수, 신현정 한국과학기술원(KAIST) 기계공학과 교수, 이인경 부사장으로 총 5명으로 구성될 예정이며, 이 중 3명이 여성이다."
53,254,리스크_단기,단기,리스크,0.3232,0.3197,0.2914,3,1,1,1,2,2,0.3643,negative,0.5464,0.5850726962089539,에너지 관리,E,신재생에너지 전환,"산업통상자원부가 올해 온실가스 국제감축 사업 지원 규모를 큰 폭으로 늘렸다. 산업통상자원부는 오는 19일 2024년 온실가스 국제감축 사업 공고를 한다고 18일 밝혔다. 올해 산업부의 지원 예산은 330억원으로 작년의 60억원에서 5.5배 늘어났다. 사업 한 건당 최대 지원액도 작년의 30억원에서 60억원으로 증액됐다. 정부는 해외에서 신재생에너지 설비 설치, 에너지 설비 고효율화 투자, 저탄소 설비 설치 등 사업을 진행하는 기업에 사업비의 50%까지 지원한다. 기업들은 향후 관련 사업을 통해 확보되는 온실가스 감축분으로 10년에 걸쳐 정부 지원금을 대신 갚게 됐다."
54,255,리스크_장기,장기,리스크,0.3243,0.3281,0.289,3,1,1,1,2,2,0.3612,negative,0.5418,0.6055554747581482,에너지 관리,E,신재생에너지 전환,"정부가 신재생에너지 사업을 위한 금융지원 예산으로 3633억원을 배정하고 사업에 착수했다. 이번 지원사업은 지난해와 마찬가지로 RE100 및 도심지 분산에너지 공급에 중점을 뒀으며, 장기저리 융자를 지원한다는 게 특징이다. 한국에너지공단은 이 같은 내용을 담은 2024년도 신재생에너지 금융지원사업 지원공고 를 공개했다. 총예산은 지난해(4623억원) 대비 약 1000억원 감소한 3633억원으로, 예산의 대부분인 3593억원이 시설자금에 배정됐다."
55,256,리스크_단기,단기,리스크,0.2778,0.2986,0.275,1,2,2,1,1,2,0.2567,negative,0.5501,0.54287189245224,에너지 관리,E,신재생에너지 전환,"환경부가 관리 중인 34곳의 댐을 활용해 재생에너지를 생산하는 방안을 추진한다. 이들 댐 중 일부의 수면에 태양광 발전 시설을 배치하고, 신재생에너지를 생산하는 목표를 세웠다. 환경부 관계자는 수상 태양광을 통해 댐 활용 가능성이 확대되도록 할 것 이라고 밝혔다. 댐은 가뭄과 집중호우 등 계절과 기후변화 등에 따라 수위 변동성이 있다. 환경부는 비교적 안정적인 수위를 유지하는 지역을 파악해 실증 사업을 벌이고, 확대 여부를 파악할 전망이다. 환경부는 태양광 확대를 위해 올해 관련 규제의 완화도 추진할 방침이다."
56,257,리스크_장기,장기,리스크,0.2924,0.3092,0.3683,3,3,1,1,1,1,0.1841,negative,0.5524,0.559717059135437,인적자원 관리,S,다양성 및 형평성 (DEI),"비금융지주사업종 20개 기업 중 16개 사가 지속가능경영보고서를 발간한 가운데 지난해 7월 이전 보고서 공시를 한 기업은 11개 사였다. 보고서를 발간하지 않은 기업은 HD현대 LS 한미사이언스 대성홀딩스 등 4곳이다. 비금융지주사업종의 공시율은 IT 반도체와 같은 80%를 기록했다. 다양성 형평성 포용성(DEI)을 강조했다. 여성 임원의 경우 LS 대성홀딩스 F F홀딩스 대웅 등 4개 사를 제외한 16개 사가 선임했다. 여성 등기임원을 비율로 따지면 평균 11%였다. 장애인 고용의 경우, 200대 기업의 장애인 고용률은 평균 1.89%로 의무 고용률보다 현저히 낮고, 업계는 평균 1.63%로, 전체 평균을 밑돌았다."
57,258,리스크_장기,장기,리스크,0.2426,0.28,0.2562,1,3,1,1,1,1,0.183,negative,0.549,0.5099632143974304,인적자원 관리,S,다양성 및 형평성 (DEI),"업계 내 고용률이 가장 높은 포스코홀딩스도 3%로, 의무 고용률을 넘지는 못했고, HD한국조선해양은 0.1%로 가장 낮았다. 한편, SK GS 롯데지주 한진칼 LS 한미사이언스 대성홀딩스 F F홀딩스 대웅 등 업계 절반가량은 장애인 고용률을 공개하지 않았다."
58,259,리스크_장기,장기,리스크,0.2984,0.3297,0.3659,3,3,1,1,1,1,0.183,negative,0.5489,0.6006622910499573,에너지 관리,E,신재생에너지 전환,"영국-호주 광산 회사 리오 틴토(Rio Tinto)가 호주 최대 규모의 태양광 발전소(PV)로부터 재생 가능한 전기를 공급받아 퀸즐랜드주 글래드스톤(Gladstone) 알루미늄 프로젝트의 이산화탄소 배출량을 크게 줄일 계획이라고 발표했다. 이 계약에 따라, 리오 틴토는 2026 2027년경 가동될 예정인 1.1GW 규모의 어퍼 칼리오페(Upper Calliope) 태양광 발전 프로젝트의 전체 출력을 구매할 예정이다."
59,260,리스크_장기,장기,리스크,0.2707,0.3389,0.1833,1,1,1,1,2,1,0.2932,negative,0.5498,0.6164509654045105,에너지 관리,E,신재생에너지 전환,"LG에너지솔루션과 삼성SDI의 배터리를 활용한 미국 최대 에너지저장장치(ESS) 연계 태양광 발전소가 상업운전을 시작했다. 지속 성장하는 미국 ESS 시장에서 LG 삼성의 품질 경쟁력을 재확인할 수 있는 부분이다. 추가 수주 기회의 발판이 마련된 셈이다. 미국 시공사 모텐슨에 따르면, 이 회사는 현지 재생에너지 기업 테라젠 과 에드워즈 산본 솔라 스토리지(Edwards Sanborn Solar Storage) 프로젝트를 성공적으로 완료했다. 미국 캘리포니아주 소재 4600에이커(약 1861만 ) 부지에 875 규모 태양광 발전소와 3.3GWh의 ESS를 완공해 가동에 돌입했다. 태양광 발전소에는 미국 퍼스트솔라가 현지에서 생산한 패널 약 190만 개가 쓰였다."
60,261,리스크_장기,장기,리스크,0.2202,0.2953,0.1797,1,1,1,1,1,1,0.1797,negative,0.5391,0.5477097034454346,이사회 구조,G,이사회 구성 및 독립성,PwC는 이번 설문조사에서 이사회 구성원 교체에 대한 이사들의 생각도 조사했다. 이사회 구성원을 교체해야 한다고 응답한 비율은 45%에 달했다.
61,262,리스크_장기,장기,리스크,0.2865,0.4092,0.254,1,3,1,1,1,1,0.1814,negative,0.5442,0.7520017027854919,기후변화·온실가스,E,Scope 3 배출량,"에너지 관리 및 자동화 분야 디지털 혁신을 선도하는 글로벌기업 슈나이더일렉트릭이 비영리협회 WAS(Women Action Sustainability)와 함께 공급망 탈탄소화에 대한 새로운 보고서를 발표했다고 밝혔다. 슈나이더일렉트릭은 보고서가 조직 공급망 파트너들이 업스트림 및 다운스트림 작업을 통해 간접적으로 생성되는 탄소 배출을 줄이는 데 중요한 역할을 강조하며, 관련 내용을 스코프 3(Scope 3)로 분류하고 있다고 설명했다."
62,263,리스크_단기,단기,리스크,0.2986,0.2566,0.288,3,1,1,1,2,2,0.36,negative,0.54,0.4751405119895935,에너지 관리,E,신재생에너지 전환,LS일렉트릭이 미국 신재생에너지 발전단지에 1200억원 규모의 전력설비를 공급한다. 급성장이 기대되는 북미 변압기 시장에서 본격적인 교두보를 확보했다는 평가가 나왔다. LS일렉트릭이 공급하는 변압기는 발전단지에서 생산한 전기를 고압으로 바꾸는 데 쓰일 예정이다. LS일렉트릭이 미국 시장에 수백 억원 단위의 변압기를 납품한 것은 처음이다.
63,264,리스크_단기,단기,리스크,0.2424,0.2921,0.1821,1,1,1,1,1,2,0.2549,negative,0.5462,0.5347306132316589,에너지 관리,E,신재생에너지 전환,"일본 화학기업 카네카가 빌딩 벽면에 붙여 발전할 수 있는 태양광 발전 패널 건자재의 생산을 2030년까지 3배로 늘린다. 향후 건자재 일체형 태양광 발전이 활성화되면, 현재 일본 국내에서 가동되는 태양광 발전에 맞먹는 실적을 올릴 것으로 기대됐다. 회사는 2030년까지 현재의 3배인 연간 30만 생산량을 목표로 하고 있다. 이는 도쿄 돔 6.4개를 모두 두를 수 있는 규모다."
64,265,리스크_단기,단기,리스크,0.3541,0.3147,0.2913,3,1,1,1,3,2,0.4733,negative,0.5461,0.5763263702392578,에너지 관리,E,신재생에너지 전환,"일본 최대급 규모의 태양광 발전소가 나가사키에 들어선다. 올봄부터 본격적으로 착공해, 2025년 완공 및 상업 운전을 목표로 하고 있다. 나가사키신문은 최근 나가사키현 우쿠지마에 일본 최대급 태양광 발전소가 설립될 예정이라고 보도했다. 이에 따르면, 사업 투자액은 200억엔(약 1조8200억원)으로, 일본의 주요 전기 시공사 큐덴코와 쿄세라가 출자에 참가했다. 발전 능력은 480메가와트(MW)로, 연간 일반 가정 약 17만3000 세대에 공급할 수 있는 용량이다."
65,266,리스크_장기,장기,리스크,0.2944,0.3228,0.3629,3,3,1,1,1,1,0.1815,negative,0.5444,0.5928548574447632,에너지 관리,E,신재생에너지 전환,"삼일PwC에 따르면, 이 회사는 이달 들어 에너지트랜지션센터(Energy Transition Center)를 설립했다. 센터는 기존 에너지 산업 인수 합병(M A) 전문가들이 모인 조직이다. 친환경 저탄소 에너지 시스템 전환을 위한 세계적인 움직임에 따른 산업의 근본적 변화에 대응한다. 삼정KPMG도 새해를 겨냥해 다양한 태스크포스(TF)를 신설하고 있으며, 지난달에는 디지털 전환 전문가인 조재박 부대표를 센터장으로, 전사 인공지능(AI) 역량을 집결한 AI센터 를 업계 최초로 발족했다. AI 기술로 운영 업무 효율화, 리스크 사전 탐지 내부통제, AI 기반 회계처리 결산 검증대사 재무분석을 수행하는 상품을 제공한다. EY한영도 생성형 AI TF를 상설화했다."
66,267,리스크_장기,장기,리스크,0.2927,0.3781,0.2382,1,1,2,1,1,2,0.2565,negative,0.5496,0.6878743171691895,기후변화·온실가스,E,Scope 1·2 배출량,"KT G가 탄소중립 실천을 위해 전력구매계약(Power Purchase Agreement PPA)을 맺었다고 3일 밝혔다. 이번 체결을 통해 KT G는 총 전력 사용량의 7.5%를 재생전력으로 대체함으로써, 온실가스 배출량 6640톤 감축할 것으로 전망했다. KT G는 앞으로 PPA 추가 계약을 통해 재생에너지 사용을 지속적으로 확대하겠다고 했다."
67,268,리스크_장기,장기,리스크,0.2927,0.3781,0.2382,1,1,2,1,1,2,0.2565,negative,0.5496,0.6878743171691895,에너지 관리,E,신재생에너지 전환,"KT G가 탄소중립 실천을 위해 전력구매계약(Power Purchase Agreement PPA)을 맺었다고 3일 밝혔다. 이번 체결을 통해 KT G는 총 전력 사용량의 7.5%를 재생전력으로 대체함으로써, 온실가스 배출량 6640톤 감축할 것으로 전망했다. KT G는 앞으로 PPA 추가 계약을 통해 재생에너지 사용을 지속적으로 확대하겠다고 했다."
68,269,리스크_장기,장기,리스크,0.2806,0.41,0.2361,2,1,1,1,1,1,0.1816,negative,0.5449,0.7523494958877563,이사회 구조,G,이사회 구성 및 독립성,"한국ESG기준원은 최근 기업의 사외이사후보추천위원회의 현황을 분석해서 발표했다. 현황을 조사한 결과, 독립성 확보를 위해 개선이 필요한 측면이 상당수 발견됐다. 사외이사후보추천위 기능의 제한은 이사회 경영감독 기능의 악화로 이어지게 되므로, 기관투자자는 사외이사후보추천위가 제 기능을 발휘해 이사회 구성원의 전문성과 다양성을 충분히 고려해 사외이사 후보를 추천할 수 있도록 해야 한다고 주장했다. 최근 3년간 비금융 상장기업에 대한 사외이사후보추천위원회 운영 현황을 분석한 결과, 이사회 내 사외이사후보추천위원회를 자발적으로 설치하는 기업이 지속적으로 증가하고 있는 점은 긍정적이었다. 그러나 사외이사후보추천위원회 구성의 독립성 측면에서 개선 활동이 필요한 상장기업이 상당수 발견됐다."
69,270,리스크_장기,장기,리스크,0.309,0.3362,0.2943,3,1,1,1,2,1,0.2943,negative,0.5518,0.6093235611915588,에너지 관리,E,신재생에너지 전환,"신한은행이 지난해 총 1500억원 규모의 한국형 녹색채권 발행에 성공했다고 밝혔다. 신한은행에 따르면, 2023년 8월 1000억원에 이어 12월에 500억원을 추가 발행했다. 신한은행은 환경부 주관 한국형 녹색채권 발행 이차보전 지원사업 에 참여 중이다. 2023년 발행된 녹색채권 중 1000억원은 태양광 바이오매스 발전사업 등 신재생에너지 프로젝트에 지원됐고, 500억원은 녹색분류체계 적합성 검토를 받은 전기차 구입 대출에 쓰일 예정이다."
70,271,리스크_단기,단기,리스크,0.247,0.3074,0.1811,1,1,1,1,1,2,0.2535,negative,0.5432,0.5659598112106323,기후변화·온실가스,E,Scope 3 배출량,"에쓰오일이 지난달 서울 마곡산업단지에 미래 성장을 위한 기술개발(TS D)센터를 준공하고, 현재 울산에 건설 중인 샤힌(아랍어로 매 라는 뜻) 프로젝트에 적용할 석유화학 선도 기술을 집중적으로 개발하고 있다. TS D센터는 샤힌 프로젝트가 완공되는 오는 2026년 이후 양산되는 올레핀 다운스트림 분야에서 신기술 역량 강화를 위한 핵심 역할을 수행하게 된다. 에쓰오일은 TS D센터 건설을 성공적으로 마무리함에 따라 샤힌 프로젝트의 기술 경쟁력도 안정적으로 확보될 것으로 기대하고 있다."
71,272,리스크_장기,장기,리스크,0.2379,0.3469,0.1792,1,1,1,1,1,1,0.1792,negative,0.5377,0.6452301740646362,기후변화·온실가스,E,기후 거버넌스·인벤토리,"기업 내부 및 외부기관 시스템과 연동한 데이터 자동입력을 지원해 탄소 데이터 관리의 편의성을 개선했고, 최신 탄소 관련 제도 및 정보에 맞춰 배출계수 등을 지속적으로 업데이트해 데이터의 신뢰성을 높일 수 있다."
72,273,리스크_장기,장기,리스크,0.2548,0.3315,0.239,1,1,2,1,1,1,0.1838,negative,0.5515,0.6010288596153259,기후변화·온실가스,E,Scope 3 배출량,"EU 의회와 이사회는 기업 지속가능성실사지침(CSDDD 이하 공급망실사법)의 적용 범위에서 금융업종을 제외하기로 잠정 합의했다. EU 정책 전문 매체 유랙티브의 보도에 따르면, 이번에 타결된 합의안의 주요 내용은 공급망실사법의 금융업종 적용 제외와 기후변화를 위한 전환계획의 수립과 시행 의무화의 진전이다. EU 이사회는 최종 합의안에 따라 공급망실사법의 적용 범위에 금융 부문을 잠정 제외하며, 향후 적용을 위한 검토 조항이 포함될 것이라고 밝혔다. 이에 따라 금융기관의 핵심 사업인 투자 및 대출 활동은 EU 공급망실사법의 적용 범위에서 제외되며, 금융기관들은 업스트림 공급망에 대한 실사 의무만을 지게 된다. 금융기관이 사실상 자사의 인권 침해와 환경적 피해 여부만 고려하면 된다는 의미다."
73,274,리스크_단기,단기,리스크,0.2506,0.3814,0.1801,1,1,1,1,1,1,0.1801,negative,0.5402,0.7059544920921326,인적자원 관리,S,다양성 및 형평성 (DEI),"지속가능경영을 위해 이사회의 독립성이 요구되고 있지만, 국내 상장사의 이사회 독립성은 여전히 미흡한 것으로 나타났다. 또, 이사회에 여성 이사를 보유한 회사 비율이 고작 9%에 불과해 다양성 측면에서도 아직 갈 길이 먼 것으로 조사됐다. 삼일PwC 거버넌스센터는 이 같은 내용을 담은 2023 이사회 트렌드 리포트 를 최근 발간했다고 6일 밝혔다. 보고서에 따르면, 이사회 독립성 관련 지표인 대표이사와 이사회 의장의 분리 비율은 국내 상장사 가운데 34%에 그친 것으로 집계됐다. 대표이사와 이사회 의장이 분리된 회사라도 사외이사가 이사회 의장을 맡는 경우는 42%로 절반에 못 미쳤다. 이사회 구성에서 중요한 가치 중 하나인 다양성 측면에서도 국내 기업의 수준은 미흡한 것으로 나타났다."
74,275,리스크_단기,단기,리스크,0.2506,0.3814,0.1801,1,1,1,1,1,1,0.1801,negative,0.5402,0.7059544920921326,이사회 구조,G,이사회 구성 및 독립성,"지속가능경영을 위해 이사회의 독립성이 요구되고 있지만, 국내 상장사의 이사회 독립성은 여전히 미흡한 것으로 나타났다. 또, 이사회에 여성 이사를 보유한 회사 비율이 고작 9%에 불과해 다양성 측면에서도 아직 갈 길이 먼 것으로 조사됐다. 삼일PwC 거버넌스센터는 이 같은 내용을 담은 2023 이사회 트렌드 리포트 를 최근 발간했다고 6일 밝혔다. 보고서에 따르면, 이사회 독립성 관련 지표인 대표이사와 이사회 의장의 분리 비율은 국내 상장사 가운데 34%에 그친 것으로 집계됐다. 대표이사와 이사회 의장이 분리된 회사라도 사외이사가 이사회 의장을 맡는 경우는 42%로 절반에 못 미쳤다. 이사회 구성에서 중요한 가치 중 하나인 다양성 측면에서도 국내 기업의 수준은 미흡한 것으로 나타났다."
75,276,리스크_장기,장기,리스크,0.2577,0.3992,0.1815,1,1,1,1,1,1,0.1815,negative,0.5445,0.7331390380859375,기후변화·온실가스,E,기후 거버넌스·인벤토리,"탄소회계의 표준화를 위해 30개가 넘는 탄소회계 분야 조직이 모였다. 해외 미디어 에디에 따르면, 새로운 연맹의 명칭은 탄소회계연맹(Carbon Accounting Alliance)으로, 영국의 플래닛 마크(Planet Mark)와 스위스의 클라이밋파트너(ClimatePartner)가 함께 주도하고 있다. 두 업체 모두 환경 관련 컨설팅 업체다. 탄소회계 관련 조직들이 한곳에 모여 다양한 온실가스 배출량 측정 방법론, 규칙 및 배출계수 데이터베이스에 대한 표준을 만들기 위해 모였다. 연맹은 정책 입안자들과 협력해 탄소 배출량 정보 공시에 대한 규제를 개선하기 위한 활동을 개시한다. 정책 참여 활동 외에 회원 간의 지식 공유를 촉진하고 방법론 및 도구 개발을 감독한다"
76,277,리스크_장기,장기,리스크,0.291,0.3486,0.26,1,3,1,1,1,2,0.26,negative,0.5572,0.6256333589553833,에너지 관리,E,신재생에너지 전환,"현대자동차가 아랍에미리트(UAE) 비아그룹(BEEAH Group)과 손잡고 현지 최초 수소 트럭 시범운영에 나섰다. 29일 업계에 따르면, 현대차는 비아그룹과 UAE 내 수소 모빌리티 실증사업 추진과 탄소중립을 목표로 추가 협력 기회를 모색하기 위한 양해각서(MOU)를 체결했다. 샤르자와 두바이 2개 지역에서 수소 전기 트럭 시범 운영을 진행하고, 향후 시범 운영 결과에 따라 비아그룹이 사용 중인 내연기관 트럭을 모두 수소 트럭으로 교체할 계획이다. 한편, 현대차는 23일 현대차 울산공장에서 현대건설과 태양광 재생에너지 전력구매계약(PPA)을 체결했다. 현대차는 이번 계약에 따라 2025년까지 울산공장에 태양광 재생에너지 64메가와트( )를 조달할 계획이다."
