idx,iro,final_score,base_score,impact_score,scale,scope,probability,irreversibility,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text
63,context,0.2363,0.2861,0.1615,1,1,2,1,neutral,0.9316,0.3071036636829376,에너지 관리,E,신재생에너지 전환,이런 가운데 EIA는 올 여름 미국의 태양광 발전량이 지난해 같은 기간에 비해 24% 증가하고 풍력과 원자력 발전량도 늘어날 것으로 전망했다. 반면에 석탄 발전은 지난 여름보다 15% 감소할 것으로 예상됐다.
64,context,0.4233,0.6174,0.1322,1,1,1,1,neutral,0.9918,0.6224867105484009,에너지 관리,E,신재생에너지 전환,한화솔루션은 보고서를 통해 공장 내 유휴 부지를 활용한 태양광 자가발전 추진 재생에너지 기반 전력 확보 회사 차량의 친환경 차량 전환 캠페인 등 다양한 재생에너지 전환에 대한 자사의 노력을 소개했다.
65,opportunity,0.5414,0.5995,0.4543,1,3,1,1,positive,0.9736,0.6157689690589905,에너지 관리,E,신재생에너지 전환,카카오는 탄소 중립 달성을 위해 글로벌 이니셔티브 RE100 에 가입했다고 30일 밝혔다. RE100은 기업이 사용하는 전력의 100%를 풍력이나 태양광 같은 재생에너지로 바꾸는 목표를 달성하기 위한 자발적인 캠페인이다.
66,context,0.2499,0.3523,0.0963,1,1,1,1,neutral,0.7221,0.4879407286643982,기후변화·온실가스,E,Scope 1·2 배출량,현대백화점은 KT와 함께 전력 사용량을 실시간으로 관리하는 스마트 에너지 매니지먼트 시스템을 도입했다. 매장 안팎의 조명은 효율이 높은 LED로 교체하고 태양광 시스템을 추가하는 방안도 검토중이다.
67,context,0.3771,0.4906,0.2068,1,1,3,1,neutral,0.9694,0.5060864686965942,에너지 관리,E,에너지 소비 및 효율화,화석연료가 계속 핵심 에너지원으로 사용되면서 에너지 부문에서 발생한 온실가스 배출량은 전년 대비 0.8% 늘며 증가세를 지속했다. 풍력과 태양광 등 신재생에너지(수력 제외) 사용 비중은 세계 에너지 소비량의 7.5%를 차지하는 데 그쳤다.
68,context,0.3573,0.48,0.1732,1,1,2,1,neutral,0.9992,0.4804112911224365,에너지 관리,E,신재생에너지 전환,"기존 위험물안전관리 세부기준에서는 태양광 발전설비, 전기차 충전기와는 달리 연료전지의 주유소 내 설치를 허용하지 않았는데, 정부가 SK에너지 측에 사업 기회를 부여하고 법령 정비를 검토하게 된 것이다."
69,context,0.3771,0.4906,0.2068,1,1,3,1,neutral,0.9694,0.5060864686965942,에너지 관리,E,신재생에너지 전환,화석연료가 계속 핵심 에너지원으로 사용되면서 에너지 부문에서 발생한 온실가스 배출량은 전년 대비 0.8% 늘며 증가세를 지속했다. 풍력과 태양광 등 신재생에너지(수력 제외) 사용 비중은 세계 에너지 소비량의 7.5%를 차지하는 데 그쳤다.
70,context,0.3899,0.5632,0.13,1,3,1,1,neutral,0.6962,0.8090326189994812,에너지 관리,E,신재생에너지 전환,"REC란 한국에너지공단이 발급하는 신재생에너지 공급인증서(Renewable Energy Certificate) 로 신재생에너지 설비를 통해 에너지를 공급했음을 증명하는 인증서다. 신재생에너지 공급의무화제도(RPS) 혹은 RE100을 충족시키기 위해 신재생에너지 공급이 필요한 많은 기업들이 REC를 구입하고 있으며, 글로벌 RE100 참여기업들이 가장 많이 활용하는 이행수단이다"
71,context,0.2547,0.3422,0.1234,1,1,3,1,neutral,0.5784,0.5915587544441223,에너지 관리,E,신재생에너지 전환,신재생에너지 정책혁신 TF 는 최근 감사원의 신재생에너지 사업 추진실태 감사와 국무조정실의 전력산업기반기금 사업 점검 결과 재생에너지 사업 관련 비리 혐의가 적발되고 전반적인 사업 관리 부실 문제가 지적됨에 따라 이를 해결하기 위해 설립됐다.
72,risk,0.5115,0.4154,0.6557,3,1,3,1,negative,0.8941,0.4645634591579437,에너지 관리,E,신재생에너지 전환,"분야별로는 태양광 등 신재생에너지 금융지원사업 부분에서 2019년 2021년까지 3년간 총 3,010건에 4,898억원의 부당 행위가 적발돼 가장 큰 규모를 차지했다. 이 부문에서는 가짜 세금계산서를 통해 태양광 발전시설 설치 사업비를 부풀려 과다 대출하거나, 실경작을 하지 않고 버섯재배사 곤충사육사 등 농축산물 생산 시설로 위장해 허위 대출을 하는 방식이 확인됐다. 박 차장은 대출을 받을 때 부풀린 세금계산서를, 세금을 납부할 때 정상적인 세금계산서를 각각 활용한 경우를 가리켜 굉장히 악질적인 사례라고 지적했다."
73,opportunity,0.3191,0.3485,0.2751,1,1,1,1,positive,0.8253,0.42224839329719543,에너지 관리,E,신재생에너지 전환,"태양광 발전이 전년 대비 25%, 풍력 발전이 전년 대비 13.5% 증가해 두 자릿수대 증가율을 나타냈으나 화석연료를 대체하기에는 턱없이 부족했다."
74,context,0.3327,0.3768,0.2665,3,3,1,1,neutral,0.9995,0.37697187066078186,에너지 관리,E,신재생에너지 전환,"신흥국과 개도국의 청정에너지 투자가 현재 중국과 인도, 브라질 3국에서만 집중적으로 이루어지는 것도 문제점으로 지적됐다. 이들 3국의 청정에너지 투자는 전체 신흥국의 투자액에서 4분의 3 이상을 차지하는 것으로 나타났다. 지난해 중국은 100GW 규모의 태양광 발전설비를 구축했다. 이는 아프리카 대륙 전체의 11GW를 압도하는 규모다."
75,context,0.3865,0.5554,0.1331,1,1,1,1,neutral,0.9979,0.5565799474716187,에너지 관리,E,에너지 소비 및 효율화,이번에 저탄소 축산물 인증을 받은 농가는 조기출하 탄소저감 분뇨처리 에너지 절감 시설 등의 기술을 적용해 탄소 배출을 저감했다. 인증받은 농가 가운데 상위 5개 농가는 조기출하와 가축분뇨 처리기술 등을 적용해 일반농가 대비 평균 17.2%의 온실가스 감축률을 보였다.
76,context,0.4566,0.5842,0.2652,3,3,1,1,neutral,0.9944,0.5874465703964233,에너지 관리,E,에너지 소비 및 효율화,"보고서는 전체 투자액의 3분의 1 이상은 재생에너지 위주의 청정 전력 생산에 투자해야 하고 다른 3분의 1은 에너지 효율 개선과 전기를 이용한 이동수단 보급 확대 등에 투자해야 한다고 밝혔다. 나머지는 전력망과 에너지 저장장치, 바이오연료, 그린수소, 탄소포집저장활용 설비 등에 투자해야 하고 청정 조리기구 등에 대한 투자는 전체 투자액의 2% 미만이라고 보고서는 밝혔다."
77,opportunity,0.5732,0.6003,0.5325,1,1,3,1,positive,0.9985,0.6012234091758728,에너지 관리,E,신재생에너지 전환,"이렇게 직접 PPA 계약이 늘어날 만한 여건이 조성되고 있으나, 계약 체결은 여전히 부진하다. 산업통상자원부의 한 고위 관계자는 수요자와 공급자의 (가격 등) 이해 관계가 맞지 않아 생기는 문제가 크다며 재생에너지 전력이 부족해 발생하는 문제는 아니다고 말했다."
78,risk,0.3455,0.3917,0.2761,1,1,1,1,negative,0.8284,0.47278085350990295,에너지 관리,E,신재생에너지 전환,"특히 한전이 1월 도입을 3월로, 다시 7월로 연기하며 불확실성을 남겼으나, 최근 무기한 연기를 발표하면서 불확실성이 해소돼 앞으로 다시 직접 PPA 계약을 추진하는 기업들이 늘어날 것으로 거래소는 보고 있다."
79,opportunity,0.2949,0.3171,0.2616,1,3,1,1,positive,0.5605,0.565720796585083,에너지 관리,E,신재생에너지 전환,이런 가운데 한전의 PPA 요금제 도입 무기한 연기 조치도 직접 PPA 수요 증가에 일조했다. PPA 요금제는 PPA 계약을 체결한 기업이 PPA 전력으로 충족하지 못하는 전력을 한전으로부터 공급받을 때 부과되는 요금이다. PPA로 필요한 전력을 모두 충족시킬 수 있는 기업이 없어 사실상 모든 PPA 체결 기업에 적용되는 요금으로 볼 수 있다.
80,opportunity,0.4507,0.4405,0.4659,1,3,1,1,positive,0.9983,0.4412771463394165,에너지 관리,E,신재생에너지 전환,김 연구원도 애플이 공급망을 포함해 2030년 RE100 달성을 목표로 하는 등 글로벌 ICT 기업들이 대체로 2030년이나 2040년까지 공급망을 포함한 RE100 달성을 목표로 삼고 있다 며 따라서 국내기업들이 느끼는 재생에너지 사용 압력은 밖에서 알고 있는 것보다 훨씬 더 크다 고 전했다.
81,context,0.2276,0.28,0.149,3,3,1,1,neutral,0.5588,0.5011048316955566,에너지 관리,E,신재생에너지 전환,"업계는 한전의 PPA 요금제가 산업용 요금보다 비싼데, 전체 전력에서 재생에너지 전력을 1%만 써도 나머지 99% 전력사용량 전체에 PPA 요금이 적용돼 부담이 커진다고 반발했다. 한전은 결국 이런 반발을 의식해 당초 1월 도입 예정이었던 PPA 요금제 도입을 무기한 연기했고 업계는 이를 사실상 철회로 받아들이고 있다."
82,risk,0.4537,0.4785,0.4165,1,1,2,1,negative,0.9611,0.4979100525379181,에너지 관리,E,신재생에너지 전환,전력거래소는 제도가 도입된 지 1년이 채 안 돼 기업들의 경험치도 부족한데 한전의 PPA 요금제 신설 문제가 크게 작용했다고 설명했다. 직접 PPA 계약을 검토하는 기업들이 늘어나는 와중에 PPA 요금제 도입으로 가격 상승이 예상되자 많은 RE100 기업들이 직접 PPA 계약 검토를 중단했다는 설명이다.
83,context,0.3755,0.5107,0.1726,1,1,2,1,neutral,0.996,0.5127066969871521,에너지 관리,E,신재생에너지 전환,근본적으로 재생에너지 공급을 늘려야 한다는 의견도 많다. 남 센터장은 수요와 공급을 예측해 보면 앞으로 RE100 기업의 재생에너지 전력 수요가 빠르게 늘어날 전망 이라며 앞으로 공급 부족이 예상된다 고 말했다.
84,context,0.4153,0.6046,0.1314,1,1,1,1,neutral,0.9853,0.6136466860771179,에너지 관리,E,신재생에너지 전환,협력사가 펀드 자금을 활용할 수 있는 분야는 탄소감축 및 저탄소 관련 신기술 재생에너지 전환 에너지 저감에 필요한 설비 투자 등이다.
85,opportunity,0.403,0.4813,0.2855,1,1,1,1,positive,0.8564,0.5619668364524841,기후변화·온실가스,E,Scope 1·2 배출량,반도체 제조업은 기술 분야 가운데에서도 가장 많은 전력을 소비하는 업종이다. 반도체 제조업은 지난 2021년 기준 국내 산업용 전력 사용량의 14%인 41TWh(테라와트시)를 사용했다. 화석연료 의존도가 높은 국내 전력 생산 구조상 반도체 제조업은 철강산업과 함께 온실가스 배출의 주요 원인제공자로 지적돼 왔다.
86,opportunity,0.4721,0.5659,0.3314,1,1,1,1,positive,0.9941,0.5692504048347473,에너지 관리,E,에너지 소비 및 효율화,실제 삼성전자의 지난해 사업장 에너지 사용량은 3만5177GWh로 전년 대비 8.8% 증가했다. 하지만 재생에너지 사용량 확대와 공정가스 처리 효율 개선 등을 통해 온실가스를 줄인 것으로 보인다. 이는 그린피스 등 국제환경단체 등이 삼성전자를 비롯한 반도체 업체의 온실가스 감축 방안으로 제시한 것과 대체적으로 일치한다.
87,context,0.3327,0.4657,0.1333,1,1,1,1,neutral,0.9999,0.46572086215019226,에너지 관리,E,신재생에너지 전환,산업통상자원부는 강경성 산업부 2차관과 손양훈 인천대학교 교수를 공동위원장으로 하고 민간 전문가가 참여하는 신재생에너지 정책혁신 TF 를 구성하고 4일 대한상의에서 회의를 열었다.
88,context,0.4027,0.5328,0.2075,1,1,3,1,neutral,0.9726,0.5478543639183044,에너지 관리,E,신재생에너지 전환,"정부는 소형 태양광 사업자 우대제도 폐지하는 대해 계통 수급에 대한 책임성 문제, 사업자의 태양광 설비의 임의분할 문제 등이 지적되고 있다고 밝혔다. 이중 계통과 수급의 책임성 문제는 전력망의 유연성이 확보되지 않아 태양광 발전량이 급격히 늘어날 때 블랙아웃을 우려하는 상황이 발생하는 것을 뜻한다."
89,context,0.4575,0.6469,0.1733,2,1,1,1,neutral,0.9999,0.6469507217407227,에너지 관리,E,신재생에너지 전환,"TF는 앞으로 에너지 유관기관 종사자의 태양광 사업 금지 방안 등 공직윤리 제고와 투명한 행정처리 방안 수천억 규모의 신재생에너지 금융지원, 보조사업 등 예산지원사업을 재검토해 적정 사업규모와 사업 방식 강구 및 사업 관리 방안 마련 RPS제도 개편과 소형 태양광 우대 일몰, 인허가 제도, REC 거래와 정산 제도 등 신재생에너지 정책 전반에 대한 개선 방안 등을 논의한다."
90,context,0.3542,0.4952,0.1427,1,3,1,1,neutral,0.7647,0.6475269794464111,에너지 관리,E,신재생에너지 전환,"미래에셋증권은 PCAF(탄소금융회계)를 준용한 금융배출량 집계와 함께 2040 과학기반 탄소중립 목표를 수립했으며, 2025 RE100(재생에너지 100%) 달성을 위해 지난 2월 업계 최초로 REC 장기구매계약을 체결하기도 했다."
91,context,0.4092,0.5665,0.1733,1,1,2,1,neutral,0.9996,0.5667065382003784,에너지 관리,E,신재생에너지 전환,"전략원자재란 신재생에너지, 디지털, 항공우주, 방위 기술 등 핵심 산업분야에 사용되는 원자재 중 수요와 공급망 차질 위험 등을 고려해 정한 일종의 특별 관리대상 원자재다. 전략원자재로 분류되면 역내 생산역량 확대, 공급망 다변화를 위한 대책을 비롯해 회원국 간 전략적 비축 및 공동구매와 관련한 규정을 적용받는다."
92,context,0.3889,0.5593,0.1333,1,1,1,1,neutral,0.9997,0.559512734413147,에너지 관리,E,신재생에너지 전환,"이와 관련 규제샌드박스 실증사업에 나선 SK에너지는 주유소에 태양광 발전설비와 연료전지를 설치해 전기를 생산하고, 이를 전기차 충전 등에 공급하는 미래형 융복합 충전소(에너지슈퍼스테이션)를 구축했다."
93,context,0.3907,0.5629,0.1325,1,1,1,1,neutral,0.9936,0.566560685634613,에너지 관리,E,에너지 소비 및 효율화,미국 CNN 방송에 따르면 에너지연구소(the Energy Institute)는 컨설팅업체 KPMG 및 커니와 함께 발간한 세계 에너지 통계 리뷰 보고서에서 지난해 세계 에너지 소비량이 전년 대비 1% 증가했다고 26일(현지시간) 밝혔다.
94,context,0.3695,0.4403,0.2634,3,3,1,1,neutral,0.9878,0.445752888917923,에너지 관리,E,에너지 소비 및 효율화,"석유, 석탄, 가스 등 화석연료 소비량이 전체 에너지 소비량의 82%를 차지하며 에너지 사용 증가를 견인했다. 특히 이산화탄소와 미세먼지 등 오염물질을 가장 많이 배출하는 석탄은 중국과 인도의 수요 지속 탓에 지난해에도 소비량이 전년 대비 0.6% 늘었다. 석탄 소비와 맞물려 글로벌 석탄 생산량도 전년 대비 7%나 증가했다."
95,context,0.3523,0.4629,0.1865,1,3,1,1,neutral,0.9993,0.46325409412384033,에너지 관리,E,신재생에너지 전환,"유럽은 대체원료 연구 활발...시멘트업계, ESG와 RE100 흐름 동참해야"
96,context,0.4554,0.6347,0.1865,1,3,1,1,neutral,0.999,0.6353583335876465,에너지 관리,E,신재생에너지 전환,현재 ESG(환경 사회적 책임 거버넌스)와 RE100(재생에너지 100% 사용)은 글로벌 차원의 흐름이라 시멘트업계도 따라가지 않을 수 없는 상황이다.
97,context,0.3354,0.4702,0.1333,1,1,1,1,neutral,0.9997,0.470320463180542,에너지 관리,E,신재생에너지 전환,한국ESG연구소(대표 조윤남)은 최근 RE100과 24 7CFE에 대한 기업의 관심이 증가하는 부응하여 쉽게 활용하는 RE100 핸드북을 발간해 PDF 파일로 무료 배포하기로 했다.
98,context,0.4785,0.6731,0.1866,1,3,1,1,neutral,0.9999,0.6731370091438293,에너지 관리,E,신재생에너지 전환,"한국ESG연구소는 산업별로 글로벌 대표 기업과 국내기업의 RE100 이행현황과 에너지소비구조와 매출당 전력사용량 등을 비교해 알기쉽게 설명했다. 아울러, RE100 기업이 이행 보고를 위한 가이드도 담았다."
99,context,0.3612,0.5131,0.1333,1,1,1,1,neutral,0.9997,0.5132136344909668,에너지 관리,E,에너지 소비 및 효율화,1997년 교토의정서 가입국들은 2012년까지 이산화탄소 배출량을 1990년 대비 평균 5% 정도 감축하기로 했다. 이를 이행하지 못하는 국가나 기업은 탄소배출권을 외부에서 구입하게 했다. 따라서 이산화탄소 배출량이 많은 기업은 에너지 절감 등 기술개발로 배출량 자체를 줄이거나 배출량이 적어 여유분의 배출권을 소유하고 있는 기업으로부터 그 권리를 사서 해결해야 한다.
100,context,0.3142,0.4172,0.1598,1,2,1,1,neutral,0.9989,0.4176486134529114,에너지 관리,E,신재생에너지 전환,그는 또 RE100 기업들은 대량 구매를 원하는데 국내에서 새만금 정도를 제외하면 대형 재생에너지 사업자가 적은 것도 문제 라며 다수의 소규모 사업자를 일일이 찾아서 계약해야 하고 검토할 게 많아 한 건 계약하기도 어려운데 여러 건 계약하려니 더 어려워진다 고 말했다.
