idx,db_id,iro,final_score,base_score,impact_score,scale,scope,probability,irreversibility,fin_scale,fin_prob,financial_score,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text,review_needed,review_reason
49,2624,context,0.3025,0.6194,0.1318,1,1,1,1,,,,neutral,0.9886,0.6265111565589905,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"ISSA 5000은 제한적 확신과 합리적 확신(Reasonable Assurance)을 모두 수행한다. 제한적 확신(Limited Assurance)은 인증 대상 정보에 대한 정보 사용자의 신뢰가 유의미한 수준 이상이지만, 합리적 확신에 미치지 못하는 수준을 뜻한다. 대표적인 사례로 기업의 분기나 반기 재무제표에 대한 감사인의 검토의견이 여기에 해당한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
50,2799,context,0.2858,0.5849,0.1248,1,1,1,1,,,,neutral,0.9359,0.6249073147773743,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"제한적 확신(Limited Assurance)은 인증 대상 정보에 대한 정보 사용자의 신뢰가 유의미한 수준 이상이지만, 합리적 확신에 미치지 못하는 확신 수준을 뜻한다. 대표적인 사례로 기업의 분기나 반기 재무제표에 대한 감사인의 검토의견이 여기에 해당한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
51,2758,opportunity,0.541,0.4417,0.533,3,1,1,1,,,,positive,0.9993,0.44201913475990295,이사회 구조,G,이사회 구성 및 독립성,"사회공헌과 관련해 LG 계열사들은 지난해 전년 대비 227억원 증가한 약 1,663억원을 기부 또는 투자했다. 올해 상반기 기준 사외이사 가운데 32.4%를 여성 사외이사로 구성해 이사회 구성의 다양성도 확보했다.",FALSE,
52,2798,opportunity,0.2911,0.4054,0.257,1,1,2,1,,,,positive,0.593,0.6835966110229492,윤리경영·준법,G,반부패 및 컴플라이언스,"최근 ESG 공시 인증 기준인 국제지속가능성인증기준(International Standard on Sustainability Assuarance 5000, ISSA 5000)을 공개한 IAASB는 인증제공자는 국제윤리기준위원회의 국제윤리기준(International Independence Standards)을 포함한 전문회계사 윤리강령(International Code of Ethics for Professional Accountants)과 같은 관련 윤리적 요구 사항을 준수하고 ISSAB의 품질관리기준에 부합하는 수준의 품질관리 시스템을 갖출 것을 요구한다. 인증기관의 독립성도 중요한 자격 조건이다.",TRUE,낮은신뢰도(0.593) | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
53,2729,context,0.3329,0.7036,0.1333,1,1,1,1,,,,neutral,0.9999,0.7036416530609131,이사회 구조,G,이사회 구성 및 독립성,"윤 회장은 KB의 이사회 구성과 사외이사 선임, 이들의 CEO에 대한 견제 시스템 등 지배구조 체계를 상세히 소개하면서 (이런 곳에서) CEO가 절대적 영향력을 행사할 수 있는지, 이사진으로 참호(호위 체제)를 구축하는 게 가능한지 의문이다. 팩트(사실)와 픽션(허구)은 구분해야 한다고 덧붙였다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
54,2651,context,0.2955,0.5967,0.1333,1,1,1,1,,,,neutral,0.9999,0.5967903733253479,윤리경영·준법,G,반부패 및 컴플라이언스,금융기관의 ESG 활동 가운데 임종룡 우리금융그룹 회장을 비롯해 13개 우리금융의 전 계열사개 CEO들의 윤리강령 준수 서약식 행사가 주목된다. 이는 최근 대구은행과 BNK 등의 천문학적인 규모의 내부자 횡령 사건이 잇따르면서 금융기관에 대한 신뢰가 떨어지는 상황에서 우리금융그룹이 선도적으로 윤리 경영을 강조하고 나온 것이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
55,2711,opportunity,0.4576,0.6884,0.3333,1,1,1,1,,,,positive,0.9998,0.688491702079773,윤리경영·준법,G,반부패 및 컴플라이언스,전남개발공사는 부패 방지경영시스템(ISO 37001)과 규범 준수경영시스템(ISO 37301) 국제표준 통합 인증을 획득했다고 10일 밝혔다.,TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
56,2618,opportunity,0.4624,0.7022,0.3333,1,1,1,1,,,,positive,0.9998,0.7023723125457764,윤리경영·준법,G,반부패 및 컴플라이언스,한국항공우주산업(KAI)은 한국준법진흥원(KCI)으로부터 규범준수 경영시스템(ISO 37301)과 부패방지 경영시스템(ISO 37001) 국제표준 통합인증을 획득했다고 13일 밝혔다.,TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
57,2716,context,0.2754,0.5394,0.1333,1,1,1,1,,,,neutral,0.9998,0.5395157933235168,윤리경영·준법,G,반부패 및 컴플라이언스,이찬희 위원장은 컴플라이언스 정착과 활성화가 2기 위원회의 가장 큰 목표였고 이제 기업에 준법경영이 하나의 문화로 자리를 잡고 있다 며 법무와 컴플라이언스 기업과 법률의 관계가 성과를 내기 위해서 2인3각과 같은 적절한 호흡이 중요하다 고 강조했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
58,2550,risk,0.3635,0.2784,0.4951,1,1,3,1,,,,negative,0.9283,0.2999352812767029,윤리경영·준법,G,반부패 및 컴플라이언스,"해당 연구에서 미국과 캐나다의 기업들은 UNGC 환경 원칙을 위반할 가능성이 3배 높지만 반부패 위험은 상대적으로 적은 것으로 드러났다. 유럽 기업들은 전반적으로 위험 노출이 적은 반면, 아시아 기업들은 반부패 위험에 더욱 심각하게 직면해 있었다.",TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
59,2581,context,0.2634,0.4536,0.1855,1,3,1,1,,,,neutral,0.994,0.45636963844299316,이사회 구조,G,이사회 구성 및 독립성,"지난주 실리콘밸리 뿐만 아니라 전 세계 AI업계, 나아가 글로벌 IT업계를 뒤흔든 올트만 오픈AI CEO 해임 사건은 이제 그의 복귀에 따라 제 2막에 접어들었다. 앞으로 오픈AI의 이사회 구성 등 거버넌스 체계가 어떻게 변모할지 귀추가 주목된다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
60,2536,context,0.382,0.6611,0.1333,1,1,1,1,,,,neutral,0.9999,0.6611999869346619,이사회 구조,G,이사회 구성 및 독립성,"보고서에 따르면 이사회의 사외이사 비율은 평균 51%였으며, 2조 원 이상 회사의 경우 60%, 2조 원 미만 회사는 42%로 차이가 났다. 거버넌스센터는 이러한 차이가 상법이 요구하는 최소한의 비율(2조 원 이상 회사는 과반수, 그 외 4분의 1 이상)에 영향을 받아 요건을 맞춘 것으로 보인다고 분석했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1)
61,2404,context,0.3389,0.7209,0.1332,1,1,1,1,,,,neutral,0.9988,0.721779465675354,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"가이던스의 핵심은 감축 활동에 문제가 없다고 주장하는 기업의 탄소 무결성 청구(Carbon Integrity Claims) 를 검증하는 모니터링과 공시, 인증 (Monitering, Reporting, Assurance, MRA) 방법론이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
62,2409,context,0.327,0.6011,0.1733,1,1,2,1,,,,neutral,0.9999,0.6011374592781067,이사회 구조,G,이사회 구성 및 독립성,서스틴베스트는 지난해 10월 내놓은 금융감독원과 금융투자협회(이하 금투협)의 의결권행사 가이드라인 개정안 을 눈여겨볼 필요가 있다고 분석했다. 여기에는 이사회 구성의 다양성을 제한하는 안에 반대하거나 협력사에 대한 ESG 경영지원 요구안을 찬성하는 등의 ESG 요소가 대거 등장했다. 이에 따라 향후 의결권행사에 있어 기업의 ESG 리스크 관리가 점차 중요한 판단 기준이 될 것이라는 전망이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1)
63,2406,context,0.3049,0.5969,0.16,1,2,1,1,,,,neutral,0.9999,0.597003698348999,윤리경영·준법,G,반부패 및 컴플라이언스,"이번 광업 부문의 공시 기준은 배출, 폐기물, 토지권과 자원권, 기후변화, 아동 노동, 반부패 및 지역 사회 참여를 포함해 해당 부문의 기업에게 중요한 25개 주제를 다루고 있다. 새로운 공시 기준은 2026년부터 공식 적용될 수 있다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
64,2408,context,0.3009,0.5854,0.16,1,2,1,1,,,,neutral,0.9998,0.5855236649513245,이사회 구조,G,이사회 구성 및 독립성,이번 서한에서 얼라인파트너스는 가장 효과적인 주주환원 정책은 배당이 아닌 자사주 매입 후 소각임을 강조했다. 한편 은행지주 이사회 구성원이 학계와 남성에 편중되어 있는 현상을 지적하며 다양한 분야의 전문가 및 여성을 사외이사 후보로 다수 추천할 것을 제안했다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
65,2415,context,0.3533,0.6824,0.213,1,1,3,1,,,,neutral,0.9984,0.6835111975669861,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,회계감사 관련된 국제기준을 만드는 기구인 국제윤리기준위원회(IESBA)가 29일 ESG공시와 공시 인증에 관한 2개의 새로운 윤리기준 초안을 공개했다. 초안은 지속가능성 인증을 위한 국제윤리기준(International Ethics Standards for Sustainability Assurance)과 외부 전문가 활용(Using the Work of an External Expert)의 2개 기준으로 이루어져 있다. IESBA는 보도자료를 통해 이같이 밝히고 의견 수렴 과정을 거쳐 기준을 확정할 예정이라고 설명했다. 전 세계적으로 ESG 공시 의무화가 진행되면서 공시 기준 제정과 함께 공시 내용에 대한 인증에 적용될 기준을 재정비하는 작업도 진행되고 있다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
66,2474,context,0.2732,0.5331,0.1333,1,1,1,1,,,,neutral,0.9998,0.5331863760948181,윤리경영·준법,G,반부패 및 컴플라이언스,"참가신청은 오는 5일(금) 오후 6시까지 선착순 마감이며 준법감시, 윤리경영, 내부통제 등 컴플라이언스 트렌드에 관심있는 사람은 누구나 참가할 수 있다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
67,2479,context,0.2944,0.6071,0.126,1,1,1,1,,,,neutral,0.9452,0.6423289775848389,이사회 구조,G,이사회 구성 및 독립성,"DGB 금융은 환경, 사회, 지배구조 부문별로 친환경 경영 정책 환경혁신 활동 기후 관련 재무정보 공개 인권 경영 임직원 역량 개발 및 기회균등을 위한 정책 금융소비자 보호 체계 이사회 독립성 및 전문성 ESG 경영 지배구조 확립 윤리준법경영 등에서 높은 평가를 받았다고 밝혔다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
68,2549,context,0.2938,0.592,0.1333,1,1,1,1,,,,neutral,0.9996,0.5922613143920898,윤리경영·준법,G,반부패 및 컴플라이언스,"UNGC 10대 원칙은 인권과 노동, 반부패 등 주로 사회(S) 이슈에 중점을 둔다. 따라서 탄소배출 규제 등 환경(E)에 중점을 둔 다른 평가체계들과 균형을 찾는데 요긴하게 쓰일 수 있다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
69,2515,context,0.331,0.6983,0.1333,1,1,1,1,,,,neutral,0.9999,0.6983225345611572,이사회 구조,G,이사회 구성 및 독립성,금감원은 이날 발표된 모범 관행에서 사외이사 지원조직 및 체계(6개) CEO 선임 및 경영승계 절차(10개) 이사회 구성의 집합적 정합성 독립성 확보(9개) 이사회 및 사외이사 평가체계(5개) 등 4개 주제와 관련해 30개 핵심원칙을 제시했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
70,2473,context,0.2999,0.6092,0.1333,1,1,1,1,,,,neutral,0.9999,0.6092374324798584,윤리경영·준법,G,반부패 및 컴플라이언스,"2부에서는 환경(E), 사회(S), 금융, IT, 그리고 ISO와 관련된 컴플라이언스 이슈에 대한 발제가 이어진다. 차례로 국립환경인재개발원 김효석 원장, 한국윤리준법리스크연구소 김영환 소장, 한국금융연수원 성수용 교수, 우아한형제들 이원재 실장, 그리고 솔웍스ISO인증센터 강병승 대표 등 전문가들이 발제를 맡았다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
71,2424,opportunity,0.353,0.4744,0.3219,1,1,2,1,,,,positive,0.7428,0.6386514902114868,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,초안은 지속가능성 인증을 위한 국제윤리기준(International Ethics Standards for Sustainability Assurance)과 외부 전문가 활용(Using the Work of an External Expert)의 2개 기준으로 이루어져 있다.,TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
72,2429,context,0.2567,0.488,0.1322,1,1,1,1,,,,neutral,0.9918,0.4920065999031067,이사회 구조,G,이사회 구성 및 독립성,"이 회장은 이것이 바로 코리아 디스카운트 때문이고, 상장기업들이 자본 효율성 및 주주환원을 소홀히 한 결과 라고 지적했다. 이 회장은 주주환원율 상승과 이사회 독립성 강화 등 기업거버넌스 선진화로 PBR을 일본 수준(현재 약 1.4배)으로만 끌어올려도 국내 주요 기업 주가는 50 100% 상승할 여지가 충분하다고 강조했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
73,2439,context,0.31,0.5597,0.2122,1,1,3,1,,,,neutral,0.9949,0.5626005530357361,이사회 구조,G,이사회 구성 및 독립성,"또한 한 매체와의 인터뷰에서 회사 지분을 매각하고 공동 경영을 약속하는 중차대한 결정을 제대로 된 검토도, 소통도 없이 일방적으로 결정했다며 필요시엔 가처분 신청과 이사회 구성 변경 등 최후의 수단을 언제든지 동원할 준비를 하고 있다고 강조했다. 그는 경영권이 정해지지 않은채 분쟁 상황에 있을 경우 이사회의 제3자배정 유상증자 안건 통과가 불법이라고 주장했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
74,2431,context,0.2796,0.5516,0.1332,1,1,1,1,,,,neutral,0.9991,0.552129864692688,이사회 구조,G,이사회 구성 및 독립성,지난해 3월 영국 러프버러(Loughborough) 대학 연구팀은 같은 사업 전략과 환경 저널에 발표한 논문에서 이사회 구성원의 성별이 다양한 기업은 ESG 디커플링(decoupling)을 덜 보이는 경향이 있다 고 밝혔다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
75,2517,context,0.2979,0.6035,0.1333,1,1,1,1,,,,neutral,0.9998,0.6036064028739929,이사회 구조,G,이사회 구성 및 독립성,"BSM은 이사회 구성의 전문성, 능력, 경험, 자질 뿐만 아니라 성별, 연령, 사회적 배경 등 다양성 정보를 표나 그림 등으로 도식화해 이사회 구성의 적절성 등을 평가하는 수단으로 활용되고 있다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
76,2420,context,0.2998,0.6108,0.1323,1,1,1,1,,,,neutral,0.9923,0.6155291795730591,이사회 구조,G,이사회 구성 및 독립성,미국 자산운용사 거버가와사키의 창업자 겸 CEO이자 테슬라의 주주인 로스 거버는 테슬라에는 본질적으로 CEO를 감독할 새롭고 독립적인 이사회 구성원이 필요하다 고 지적했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
77,2389,context,0.3006,0.5738,0.1717,1,1,2,1,,,,neutral,0.9908,0.579167366027832,이사회 구조,G,이사회 구성 및 독립성,"세계적인 회계 경영컨설팅 그룹 KPMG가 전세계 공공 및 민간 기업의 이사회 구성원, 임원을 550명을 대상으로 설문조사를 실시하고 지속가능성 보고에서 전략과 실행 사이 간격 보고서를 발간했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
78,2373,context,0.3463,0.742,0.1333,1,1,1,1,,,,neutral,0.9997,0.742251455783844,이사회 구조,G,이사회 구성 및 독립성,"그는 또한 이사회 독립성 강화를 위해 도입된 사외이사 제도가 많은 기업에서 거수기에 머물고 있다는 비판이 나오고 있다며 상법 개정을 통해 사외이사의 충실의무에 주주를 명시하는 한편, 경영에 실질적으로 도움을 줄 수 있는 전문경영인 출신자들이 상장사 이사회에 많이 진출하도록 기관투자자들이 적극적인 역할을 해야 할 것이라고 제언했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
79,2339,risk,0.5326,0.6698,0.5663,1,3,2,1,,,,negative,0.9994,0.6702159643173218,이사회 구조,G,이사회 구성 및 독립성,"ISS도 KT G의 실적 악화를 지적했다. ISS는 KT G의 총주주수익률이 동종업계 평균을 밑돌았다며 회사의 실적 부진, 지속적인 운영 문제, 거버넌스 우려 등을 고려할 때 주주들이 제안한 사외이사를 추가하는 것은 주주 신뢰 회복을 위해 필요한 조치로 보인다고 설명했다. 또한 KT G의 거버넌스 문제에 대해 경영진과 이사회 구성원을 고착화할 가능성이 있다고 진단했다.",TRUE,재무영향낮음(잠재규모1·가능성1)
80,2342,context,0.2841,0.4314,0.2662,3,3,1,1,,,,neutral,0.9984,0.4320819675922394,이사회 구조,G,이사회 구성 및 독립성,ISS는 미국의 이사회의 성별 다양성도 지속적으로 진전을 보이고 있다고 평가했다. 2024년 초를 기준으로 S P 500 기업 중 단 2개 기업만이 소수 민족 출신 이사회 구성원이 한 명도 없다. 러셀 3000 지수 기업 전체에서도 이 같은 다양성 수준을 갖추지 못한 기업은 12%에 불과했다. 2023년 초 약 14%였던 수치보다 개선됐다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
81,2333,context,0.3013,0.569,0.1327,1,1,1,1,,,,neutral,0.9949,0.5719621777534485,이사회 구조,G,이사회 구성 및 독립성,"평가원은 독립적인 이사회 구성과 이사회 중심 경영을 통해 전문경영인 참호 구축 이라는 부정적인 의혹을 불식시키고, 소유분산기업의 모범이 되는 ESG경영 행보를 기대한다 고 밝혔다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1)
82,2388,context,0.3734,0.7793,0.1733,1,1,2,1,,,,neutral,0.9999,0.7794236540794373,이사회 구조,G,이사회 구성 및 독립성,이번 예고된 중점 점검사항은 핵심지표 8개와 세부원칙 7개로 모두 15개 항목이다. 8개 핵심지표는 현금배당 관련 예측가능성 제공 최고경영자 승계정책 마련 및 운영 위험관리 등 내부통제정책 마련 및 운영 사외이사가 이사회 의장인지 여부 기업가치 훼손 등 책임이 있는 자의 임원 선임 방지 이사회 구성원 모두 단일성( )이 아님 독립적인 내부감사부서(내부감사업무 지원조직)의 설치 내부감사기구가 외부감사인과 분기별 회의 개최 등이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
83,2334,context,0.3664,0.6664,0.2664,3,3,1,1,,,,neutral,0.9989,0.6671477556228638,이사회 구조,G,이사회 구성 및 독립성,"또한 박준경 이사는 선임 당시 ISS 및 글래스루이스로부터 찬성 권고를 받았다 며 현재 이사회 구성원은 박철완 주주의 주주제안에 따른 위임장 경쟁, 반대 캠페인에도 불구하고 주주들로부터 폭넓은 지지를 받아 선임된, 전체 주주의 이익을 대변하는 이사 라고 해명했다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
84,2281,context,0.3409,0.7265,0.1333,1,1,1,1,,,,neutral,0.9998,0.7266483902931213,이사회 구조,G,이사회 구성 및 독립성,"또한 밸류업의 주체는 이사회라며 이사회 독립성을 강화하고, 이사회가 중심이 돼서 자본비용, 자본수익률, 주가 밸류에이션 등을 분석하고 구체적인 행동 계획을 수립해 발표 및 시행해야 한다고 덧붙였다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
85,2287,context,0.3058,0.6324,0.1299,1,1,1,1,,,,neutral,0.9739,0.6493794322013855,윤리경영·준법,G,반부패 및 컴플라이언스,"지주사의 철강팀 수소사업팀과 사업회사인 포스코의 탄소중립전략실이 나눠 수행하던 탄소중립 전환 업무의 주요 기능은 지주사 전략기획총괄 산하에 신설되는 탄소중립팀으로 통합됐다. 또한 포스코는 그룹의 새 전략 사업인 이차전지 소재 사업 강화를 위해 관련 사업 기능을 전략기획총괄 산하로 이관해 이차전지 소재 사업 관리 담당을 신설했고, 그룹 차원의 연구개발(R D) 컨트롤타워 강화를 위한 기술 총괄도 신설했다. ESG팀과 법무팀은 임직원의 윤리 의식 제고, 컴플라이언스(준법 감시) 기능 강화를 위해 기업윤리팀으로 통합됐다. 이사회의 전략적 의사결정을 지원하기 위한 이사회 사무국도 신설됐다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
86,2369,context,0.344,0.602,0.2666,3,3,1,1,,,,neutral,0.9998,0.6021612286567688,이사회 구조,G,이사회 구성 및 독립성,국내 주요 금융지주들이 정기 주주총회를 앞두고 일제히 이사회 구성 다변화와 기능 실질화에 나서고 있다. 여성 사외이사 비중을 30% 안팎으로 높여 심각한 성비 불균형을 개선해나가는 한편 전체 사외이사 수를 늘려 경영진에 대한 견제 감시 기능을 강화하는 데 초점을 맞추는 분위기다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
87,2274,context,0.2403,0.439,0.1333,1,1,1,1,,,,neutral,0.9999,0.43900173902511597,이사회 구조,G,이사회 구성 및 독립성,"ESG평가원은 이에 대해 인구구조의 고령화에 따른 자연스런 현상으로 볼 수 있지만, 이사회 구성의 추세적인 고령화 현상은 이사회 운영의 미래지향적인 혁신성과 진취성, 다양한 이해관계자들과의 소통 측명에서 바람직하지 않은 것으로 판단된다고 밝혔다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
88,2309,risk,0.4011,0.5282,0.3327,1,1,1,1,,,,negative,0.998,0.5292468070983887,이사회 구조,G,이사회 구성 및 독립성,또한 2012년부터 팬데믹 기간을 제외하고 매년 한차례씩 있었던 사외이사들의 해외출장이 호화 외유성 출장이었다는 의혹이 제기되며 이사회 독립성과 공정성에 문제가 있는 것 아니냐는 비판을 받기도 했다. 현재 방 사장 역시 외유성 출장과 관련해 경찰 조사 대상에 올라가 있는 상태다.,TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
89,2288,opportunity,0.427,0.6142,0.3262,1,1,1,1,,,,positive,0.9787,0.627541720867157,이사회 구조,G,이사회 구성 및 독립성,"OCI홀딩스는 2021년 BB에서 2022년 BBB에 이어 2023년 A까지 최근 3년간 매년 1단계씩 상승했다. OCI홀딩스는 2023년 기준으로 화학물질 정책 수립 및 공개를 통한 질소산화물(NOx), 황산화물(SOx) 등 화학물질 배출 강도 감소, 수자원 관리 방안 제고에 따른 실제 수자원 사용량 강도 감소 등으로 환경 평가에서 높은 점수를 받았다고 설명했다. 지난해 5월 OCI홀딩스 중심의 지주사 체제로 전환하면서 대표이사와 의장을 분리해 이사회 독립성을 강화한 것도 지배구조 개선 노력으로 인정받았다고 덧붙였다.",TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
90,2259,context,0.3016,0.5684,0.1333,1,1,1,1,,,,neutral,0.9996,0.5686391592025757,윤리경영·준법,G,반부패 및 컴플라이언스,"구체적으로 인증협회는 포럼 및 컨퍼런스 개최 등 인증시장 확대 인증 전문 인력 양성 및 발전 직무 윤리강령 제정 및 운용 관리 등의 활동을 전개할 예정이다. 이날 포럼의 진행을 맡은 이종재 인증협회 준비위원은 다음달 중 정부에 공식 기관으로 등록을 하고, 새로 구성될 22대 국회와도 정책 방향을 논의하는 등 활동을 전개할 계획이라고 밝혔다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1)
91,2272,context,0.3274,0.6347,0.1866,1,3,1,1,,,,neutral,0.9998,0.6348177194595337,이사회 구조,G,이사회 구성 및 독립성,또한 선진국들 사례에 비추어 건강한 독립적 이사회 구성을 위해서는 업계 출신의 전문경영인이 사외이사로 많이 진출하는 게 바람직하다며 전문경영인 출신자들은 교수나 관료들에 비해 고연봉을 쫓기 보다는 경제와 산업 발전을 위해 자신의 재능을 기부한다는 입장에서 이사회 활동에 실질적으로 기여한다는 연구 사례가 많다 고 평가원은 밝혔다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
92,2273,context,0.2826,0.5199,0.1733,1,1,2,1,,,,neutral,0.9996,0.5201514363288879,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"비즈니스 전문 미디어 코퍼릿 디스클로져(Corporate Disclosures) 의 지난해 10월 보도에 따르면 브라질은 2026년부터 상장기업을 대상으로 ESG 공시를 의무화하며, 기업의 지속가능성 보고서에 대한 합리적 확신(Reasonable Assurance) 수준의 제3자 인증을 요구할 예정이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
93,2231,context,0.2432,0.4474,0.1333,1,1,1,1,,,,neutral,0.9998,0.44749173521995544,이사회 구조,G,이사회 구성 및 독립성,더욱이 신임 CEO가 취임 직후부터 ESG에 더 많은 자원을 투자하겠다고 밝힌다면 자신의 이익에 해롭다고 인식하는 이사회 구성원들과 충돌을 빚을 수도 있다. 이 경우 ESG 쪽에 투자를 늘리려는 신임 CEO의 의지는 낮아지게 된다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
94,2305,opportunity,0.4509,0.6629,0.3768,1,1,2,1,,,,positive,0.8696,0.7622856497764587,윤리경영·준법,G,반부패 및 컴플라이언스,"이와 관련해 국제표준에 부합하는 부패 방지 경영시스템과 규범 준수 경영시스템을 기반으로 HUG 고유의 윤리 위험을 발굴 통제하고, 윤리경영 전담 조직 및 평가 체계 고도화 등에 나선다. 또 체계적인 청렴 반부패 교육, 다양한 청렴 문화 소통 활동을 진행할 예정이다.",TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
95,2202,context,0.2826,0.5598,0.1333,1,1,1,1,,,,neutral,0.9999,0.5598703026771545,윤리경영·준법,G,반부패 및 컴플라이언스,"CA협의체 5개 위원회 중 하나인 책임경영위원회는 그룹사 정기 감사와 컴플라이언스, 윤리, 법무 이슈를 총괄하는 조직으로, 지난 2월 설치 후 한동안 권대열 ESG위원장이 겸임해왔다. 정 위원장 선임으로 카카오 그룹의 쇄신과 책임경영 기조가 한층 강화될 것이란 관측이 나온다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
96,2204,context,0.2878,0.5162,0.2035,1,3,2,1,,,,neutral,0.8979,0.5748789310455322,윤리경영·준법,G,반부패 및 컴플라이언스,"LX인터내셔널이 ESG 경영 강화를 위해 기업의 사회적 책임 실천 국제협약인 유엔글로벌콤팩트(UNGC)에 가입했다고 14일 밝혔다. UNGC는 유엔의 세계 최대 규모 자발적 기업 지속가능성 협약이다. 인권, 노동, 환경, 반부패 등 4개 분야의 10대 원칙을 중심으로 지속가능한 경영 실천과 기업 시민 의식 향상을 주도하고 있다. 전 세계 167개국에서 2만5천여개 기업 및 기관이 회원으로 참여하고 있다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
97,2332,context,0.3799,0.7978,0.1733,2,1,1,1,,,,neutral,0.9998,0.7979108691215515,이사회 구조,G,이사회 구성 및 독립성,"평가원은 최대주주인 기업은행이 주주제안의 형태로 사외이사를 추천하여 주총에서 기존 경영진과 표대결을 펼치는 것은 상당히 이례적인 상황 이라며 기업은행 같은 소유분산 기업의 경우 이사회의 견제 역할이 매우 중요하며, 이를 위해 이사회의 독립성 확보와 주주 의견을 대변할 이사회 구성이 필요하다 고 설명했다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
